token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
Helenam	Helena	_	Sing	_	_	Acc	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
praedam	praeda	_	Sing	_	_	Acc	_	_	NOMcom
eripuerit	eripio	_	Sing	3	Sub|Perf|Act	_	_	_	VER
quapropter	quapropter	_	_	_	_	_	_	1	ADVrel
certum	certus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
pacem	pax	_	Sing	_	_	Acc	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
fieri	fio	_	_	_	Inf|Pres|Pass	_	_	_	VER

Imperatque	impero界que	_	Sing	3	Ind|Pres|Act	_	_	_	VER
uti	ut	_	_	_	_	_	_	4	CONsub
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
parati	paratus	Pos	Plur	_	_	Nom	Masc	2	ADJqua
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
cum	cum	_	_	_	_	_	_	3	CONsub
signum	signum	_	Sing	_	_	Acc	_	_	NOMcom
dederit	do	_	Sing	3	Sub|Perf|Act	_	_	_	VER
e	ex	_	_	_	_	_	_	_	PRE
portis	porta	_	Plur	_	_	Abl	_	_	NOMcom
inruptionem	irruptio	_	Sing	_	_	Acc	_	_	NOMcom
faciant	facio	_	Plur	3	Sub|Pres|Act	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
uincere	uinco	_	_	_	Inf|Pres|Act	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
mori	morior	_	_	_	Inf|Pres|Dep	_	_	_	VER
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
certum	certus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER

Haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
postquam	postquam	_	_	_	_	_	_	_	CONsub
multis	multus	Pos	Plur	_	_	Abl	Com	_	ADJqua
uerbis	uerbum	_	Plur	_	_	Abl	_	_	NOMcom
dixit	dico	_	Sing	3	Ind|Perf|Act	_	_	2	VER
hortatusque	hortor界que	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
dimittit	dimitto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Amphimachum	Amphimachus	_	Sing	_	_	Acc	_	_	NOMpro
secum	sui界cum	_	Sing	_	_	Abl	_	1	PROref
in	in	_	_	_	_	_	_	_	PRE
regiam	regia	_	Sing	_	_	Acc	_	_	NOMcom
ducit	duco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
dicitque	dico界que	_	Sing	3	Ind|Pres|Act	_	_	2	VER
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
uereri	uereor	_	_	_	Inf|Pres|Pass	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
ab	ab	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
pacem	pax	_	Sing	_	_	Acc	_	_	NOMcom
suaserunt	suadeo	_	Plur	3	Ind|Perf|Act	_	_	_	VER
ne	ne	_	_	_	_	_	_	4	CONsub
oppidum	oppidum	_	Sing	_	_	Acc	_	_	NOMcom
prodant	prodo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
habere	habeo	_	_	_	Inf|Pres|Act	_	_	_	VER
de	de	_	_	_	_	_	_	_	PRE
plebe	plebs	_	Sing	_	_	Abl	_	_	NOMcom
multos	multus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
una	una	_	_	_	_	_	_	_	ADV
sentiant	sentio	_	Plur	3	Sub|Pres|Act	_	_	_	VER
opus	opus	_	Sing	_	_	Acc	_	1	NOMcom
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
interfici	interficio	_	_	_	Inf|Pres|Pass	_	_	_	VER

Quod	quod	_	_	_	_	_	_	1	CONcoo
si	si	_	_	_	_	_	_	2	CONsub
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
factum	facio	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
patriam	patria	_	Sing	_	_	Acc	_	_	NOMcom
defensurum	defendo	_	Sing	_	Par|Fut|Act	Acc	MascNeut	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
Argiuos	Argiui	_	Plur	_	_	Acc	_	_	NOMpro
superaturum	supero	_	Sing	_	Par|Fut|Act	Acc	MascNeut	_	VER

Simulque	simul界que	Pos	_	_	_	_	_	1	ADV
rogat	rogo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
fidelis	fidelis	Pos	Sing	_	_	Nom	MascFem	2	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
obaudiens	obaudio	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
paratusque	paratus界que	Pos	Sing	_	_	Nom	Masc	2	ADJqua
cum	cum	_	_	_	_	_	_	2	PRE
armatis	armatus	_	Plur	_	_	Abl	_	1	NOMcom
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
sine	sine	_	_	_	_	_	_	_	PRE
suspitione	suspicio	_	Sing	_	_	Abl	_	1	NOMcom
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
postera	posterus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
die	dies	_	Sing	_	_	Abl	_	_	NOMcom
se	sui	_	Sing	_	_	Acc	_	1	PROref
in	in	_	_	_	_	_	_	_	PRE
arce	arx	_	Sing	_	_	Abl	_	_	NOMcom
ita	ita	Pos	_	_	_	_	_	_	ADV
uti	ut	_	_	_	_	_	_	1	ADVrel
solet	soleo	_	Sing	3	Ind|Pres|SemDep	_	_	_	VER
rem	res	_	Sing	_	_	Acc	_	_	NOMcom
diuinam	diuinus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
facturum	facio	_	Sing	_	Par|Fut|Act	Acc	MascNeut	_	VER
eosque	is界que	_	Plur	_	_	Acc	Masc	_	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
cenam	cena	_	Sing	_	_	Acc	_	_	NOMcom
uocaturum	uoco	_	Sing	_	Par|Fut|Act	Acc	MascNeut	_	VER
tunc	tunc	Pos	_	_	_	_	_	_	ADV
Amphimachus	Amphimachus	_	Sing	_	_	Nom	_	_	NOMpro
cum	cum	_	_	_	_	_	_	2	PRE
armatis	armatus	_	Plur	_	_	Abl	_	1	NOMcom
inruptionem	irruptio	_	Sing	_	_	Acc	_	_	NOMcom
faciat	facio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
eosque	is界que	_	Plur	_	_	Acc	Masc	_	PROdem
interimat	interimo	_	Sing	3	Sub|Pres|Act	_	_	_	VER

Amphimachus	Amphimachus	_	Sing	_	_	Nom	_	_	NOMpro
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
approbat	approbo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
seque	sui界que	_	Sing	_	_	Acc	_	1	PROref
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
facturum	facio	_	Sing	_	Par|Fut|Act	Acc	MascNeut	_	VER
promittit	promitto	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Atque	atque	_	_	_	_	_	_	1	CONcoo
ita	ita	Pos	_	_	_	_	_	_	ADV
ab	ab	_	_	_	_	_	_	_	PRE
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
discedit	discedo	_	Sing	3	Ind|Pres|Act	_	_	1	VER

Eodemque	idem界que	_	Sing	_	_	Abl	MascNeut	_	PROdem
die	dies	_	Sing	_	_	Abl	_	_	NOMcom
clam	clam	Pos	_	_	_	_	_	1	ADV
conueniunt	conuenio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
Antenor	Antenor	_	Sing	_	_	Nom	_	_	NOMpro
Polydamas	Polydamas	_	Sing	_	_	Nom	_	_	NOMpro
Ucalegon	Ucalegon	_	Sing	_	_	Nom	_	_	NOMpro
Dolon	Dolon	_	Sing	_	_	Nom	_	_	NOMpro
dicunt	dico	_	Plur	3	Ind|Pres|Act	_	_	2	VER
se	sui	_	Plur	_	_	Acc	_	1	PROref
mirari	miror	_	_	_	Inf|Pres|Dep	_	_	_	VER
regis	rex	_	Sing	_	_	Gen	_	_	NOMcom
pertinaciam	pertinacia	_	Sing	_	_	Acc	_	_	NOMcom
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
inclusus	includo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
cum	cum	_	_	_	_	_	_	3	CONsub
patria	patria	_	Sing	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
comitibus	comes	_	Plur	_	_	Abl	_	_	NOMcom
perire	pereo	_	_	_	Inf|Pres|Act	_	_	1	VER
malit	malo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
pacem	pax	_	Sing	_	_	Acc	_	_	NOMcom
facere	facio	_	_	_	Inf|Pres|Act	_	_	_	VER

Antenor	Antenor	_	Sing	_	_	Nom	_	_	NOMpro
ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
inuenisse	inuenio	_	_	_	Inf|Perf|Act	_	_	_	VER
quod	quod	_	_	_	_	_	_	2	CONsub
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
et	et	_	_	_	_	_	_	2	CONcoo
illis	ille	_	Plur	_	_	Dat	Com	_	PROdem
in	in	_	_	_	_	_	_	_	PRE
commune	commune	Pos	Sing	_	_	Acc	Neut	_	ADJqua
proficiat	proficio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
quod	quod	_	_	_	_	_	_	2	CONsub
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROint
pacto	pactum	_	Sing	_	_	Abl	_	_	NOMcom
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
possit	possum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
dicturum	dico	_	Sing	_	Par|Fut|Act	Acc	MascNeut	2	VER
si	si	_	_	_	_	_	_	2	CONsub
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
fides	fides	_	Sing	_	_	Nom	_	2	NOMcom
seruaretur	seruo	_	Sing	3	Sub|Impa|Pass	_	_	_	VER

Omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
se	sui	_	Plur	_	_	Acc	_	1	PROref
in	in	_	_	_	_	_	_	_	PRE
fidem	fides	_	Sing	_	_	Acc	_	2	NOMcom
Antenori	Antenor	_	Sing	_	_	Dat	_	_	NOMcom
obstringunt	obstringo	_	Plur	3	Ind|Pres|Act	_	_	_	VER

Antenor	Antenor	_	Sing	_	_	Nom	_	_	NOMpro
ut	ut	_	_	_	_	_	_	4	CONsub
uidit	uideo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
obstrictum	obstringo	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
mittit	mitto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
Aenean	Aeneas	_	Sing	_	_	Acc	_	_	NOMpro
dicit	dico	_	Sing	3	Ind|Pres|Act	_	_	2	VER
patriam	patria	_	Sing	_	_	Acc	_	_	NOMcom
prodendam	prodo	_	Sing	_	Adj|_|Pass	Acc	Fem	_	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
et	et	_	_	_	_	_	_	2	CONcoo
suis	sui	_	Plur	_	_	Dat	Com	2	PROpos.ref
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
cauendum	caueo	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
Agamemnonem	Agamemnon	_	Sing	_	_	Acc	_	_	NOMpro
de	de	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
rebus	res	_	Plur	_	_	Abl	_	_	NOMcom
aliquem	aliquis	_	Sing	_	_	Acc	Masc	_	PROind
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
mittendum	mitto	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
sine	sine	_	_	_	_	_	_	_	PRE
suspitione	suspicio	_	Sing	_	_	Abl	_	1	NOMcom
curet	curo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
maturandum	maturo	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
animaduertisse	animaduerto	_	_	_	Inf|Perf|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
Priamum	Priamus	_	Sing	_	_	Acc	_	_	NOMpro
iratum	iratus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
de	de	_	_	_	_	_	_	_	PRE
consilio	consilium	_	Sing	_	_	Abl	_	_	NOMcom
surrexisse	surgo	_	_	_	Inf|Perf|Act	_	_	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
pacem	pax	_	Sing	_	_	Acc	_	_	NOMcom
suaserit	suadeo	_	Sing	3	Sub|Perf|Act	_	_	_	VER
uereri	uereor	_	_	_	Inf|Pres|Pass	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
ne	ne	_	_	_	_	_	_	4	CONsub
quid	quis	_	Sing	_	_	Acc	Neut	2	PROind
noui	nouus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
consilii	consilium	_	Sing	_	_	Gen	_	_	NOMcom
ineat	ineo	_	Sing	3	Sub|Pres|Act	_	_	1	VER

Itaque	itaque	_	_	_	_	_	_	_	CONcoo
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
promittunt	promitto	_	Plur	3	Ind|Pres|Act	_	_	_	VER
statim	statim	Pos	_	_	_	_	_	_	ADV
Polydamantem	Polydamas	_	Sing	_	_	Acc	_	_	NOMpro
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
ex	ex	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
minime	parum	Sup	_	_	_	_	_	2	ADV
inuidiosus	inuidiosus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
ad	ad	_	_	_	_	_	_	2	PRE
Agamemnonem	Agamemnon	_	Sing	_	_	Acc	_	_	NOMpro
clam	clam	Pos	_	_	_	_	_	1	ADV
mittunt	mitto	_	Plur	3	Ind|Pres|Act	_	_	_	VER

Polydamas	Polydamas	_	Sing	_	_	Nom	_	_	NOMpro
in	in	_	_	_	_	_	_	_	PRE
castra	castra	_	Plur	_	_	Acc	_	2	NOMcom
Argiuorum	Argiui	_	Plur	_	_	Gen	_	_	NOMpro
peruenit	peruenio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Agamemnonem	Agamemnon	_	Sing	_	_	Acc	_	_	NOMpro
conuenit	conuenio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
dicit	dico	_	Sing	3	Ind|Pres|Act	_	_	2	VER
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
suis	sui	_	Plur	_	_	Dat	Com	2	PROpos.ref
placuerint	placeo	_	Plur	3	Sub|Perf|Act	_	_	_	VER

Agamemnon	Agamemnon	_	Sing	_	_	Nom	_	_	NOMpro
clam	clam	Pos	_	_	_	_	_	1	ADV
noctu	noctu	Pos	_	_	_	_	_	_	ADV
omnes	omnis	_	Plur	_	_	Acc	MascFem	_	PROind
duces	dux	_	Plur	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
conuocat	conuoco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
eadem	idem	_	Plur	_	_	Acc	Neut	_	PROdem
refert	refero	_	Sing	3	Ind|Pres|Act	_	_	_	VER
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
cuique	quisque	_	Sing	_	_	Dat	Com	2	PROind
uideatur	uideo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
dicere	dico	_	_	_	Inf|Pres|Act	_	_	2	VER
imperat	impero	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Omnibus	omnis	_	Plur	_	_	Dat	Com	_	PROind
placitum	placeo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
fides	fides	_	Sing	_	_	Nom	_	2	NOMcom
proditoribus	proditor	_	Plur	_	_	Dat	_	_	NOMcom
seruaretur	seruo	_	Sing	3	Sub|Impa|Pass	_	_	_	VER

Ulixes	Ulixes	_	Sing	_	_	Nom	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
Nestor	Nestor	_	Sing	_	_	Nom	_	_	NOMpro
dixerunt	dico	_	Plur	3	Ind|Perf|Act	_	_	2	VER
se	sui	_	Plur	_	_	Acc	_	1	PROref
uereri	uereor	_	_	_	Inf|Pres|Pass	_	_	_	VER
hanc	hic	_	Sing	_	_	Acc	Fem	1	PROdem
rem	res	_	Sing	_	_	Acc	_	_	NOMcom
subire	subeo	_	_	_	Inf|Pres|Act	_	_	1	VER
Neoptolemus	Neoptolemus	_	Sing	_	_	Nom	_	_	NOMpro
hos	hic	_	Plur	_	_	Acc	Masc	1	PROdem
refutat	refuto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
dum	dum	_	_	_	_	_	_	2	CONsub
inter	inter	_	_	_	_	_	_	_	PRE
se	sui	_	Plur	_	_	Acc	_	1	PROref
certant	certo	_	Plur	3	Ind|Pres|Act	_	_	1	VER
placitum	placitus	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
signum	signum	_	Sing	_	_	Acc	_	_	NOMcom
a	ab	_	_	_	_	_	_	_	PRE
Polydamante	Polydamas	_	Sing	_	_	Abl	_	_	NOMpro
exigi	exigo	_	_	_	Inf|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
ipsum	ipse	_	Sing	_	_	Acc	Neut	_	PROdem
propter	propter	_	_	_	_	_	_	2	PRE
Sinonem	Sinon	_	Sing	_	_	Acc	_	_	NOMpro
ad	ad	_	_	_	_	_	_	2	PRE
Aenean	Aeneas	_	Sing	_	_	Acc	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
Anchisen	Anchises	_	Sing	_	_	Acc	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
Antenorem	Antenor	_	Sing	_	_	Acc	_	_	NOMpro
mitti	mitto	_	_	_	Inf|Pres|Pass	_	_	_	VER

Sinon	Sinon	_	Sing	_	_	Nom	_	_	NOMpro
ad	ad	_	_	_	_	_	_	2	PRE
Troiam	Troia	_	Sing	_	_	Acc	_	_	NOMpro
proficiscitur	proficiscor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
quia	quia	_	_	_	_	_	_	_	CONsub
nondum	nondum	_	_	_	_	_	_	_	ADVneg
claues	clauis	_	Plur	_	_	Acc	_	_	NOMcom
portae	porta	_	Sing	_	_	Gen	_	_	NOMcom
Amphimachus	Amphimachus	_	Sing	_	_	Nom	_	_	NOMpro
custodibus	custos	_	Plur	_	_	Abl	_	_	NOMcom
tradiderat	trado	_	Sing	3	Ind|Pqp|Act	_	_	_	VER
signo	signum	_	Sing	_	_	Abl	_	_	NOMcom
dato	do	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
Sinon	Sinon	_	Sing	_	_	Acc	_	_	NOMpro
uocem	uox	_	Sing	_	_	Acc	_	_	NOMcom
Aeneae	Aeneas	_	Sing	_	_	Gen	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
Anchisae	Anchises	_	Sing	_	_	Gen	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
Antenoris	Antenor	_	Sing	_	_	Gen	_	_	NOMpro
audiendo	audio	_	Sing	_	Ger|_|Act	Abl	_	_	VER
confirmatus	confirmo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
Agamemnoni	Agamemnon	_	Sing	_	_	Dat	_	_	NOMpro
renuntiat	renuntio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Tunc	tunc	Pos	_	_	_	_	_	_	ADV
placitum	placeo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
omnibus	omnis	_	Plur	_	_	Dat	Com	_	PROind
ut	ut	_	_	_	_	_	_	4	CONsub
fides	fides	_	Sing	_	_	Nom	_	2	NOMcom
daretur	do	_	Sing	3	Sub|Impa|Pass	_	_	_	VER
iureiurando	iusiurandum	_	Sing	_	_	Abl	_	_	NOMcom
confirmaretur	confirmo	_	Sing	3	Sub|Impa|Pass	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
si	si	_	_	_	_	_	_	2	CONsub
oppidum	oppidum	_	Sing	_	_	Acc	_	_	NOMcom
proxima	propior	Pos	Sing	_	_	Abl	Fem	_	ADJqua
nocte	nox	_	Sing	_	_	Abl	_	_	NOMcom
tradidissent	trado	_	Plur	3	Sub|Pqp|Act	_	_	_	VER
Antenori	Antenor	_	Sing	_	_	Dat	_	_	NOMcom
Ucalegonti	Ucalegon	_	Sing	_	_	Dat	_	_	NOMpro
Polydamanti	Polydamas	_	Sing	_	_	Dat	_	_	NOMpro
Aeneae	Aeneas	_	Sing	_	_	Dat	_	_	NOMcom
Doloni	Dolon	_	Sing	_	_	Dat	_	_	NOMpro
suisque	suus界que	_	Plur	_	_	Dat	Com	_	PROpos.ref
omnibus	omnis	_	Plur	_	_	Dat	Com	_	PROind
parentibus	parens	_	Plur	_	_	Dat	_	1	NOMcom
fides	fides	_	Sing	_	_	Nom	_	2	NOMcom
seruaretur	seruo	_	Sing	3	Sub|Impa|Pass	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
non	non	_	_	_	_	_	_	_	ADVneg
liberis	liber	_	Plur	_	_	Dat	_	1	NOMcom
coniugibus	coniux	_	Plur	_	_	Dat	_	_	NOMcom
consanguineis	consanguineus	Pos	Plur	_	_	Dat	Com	2	ADJqua
amicis	amicus	_	Plur	_	_	Dat	_	1	NOMcom
propinquis	propinqui	_	Plur	_	_	Dat	_	_	NOMcom
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
una	una	_	_	_	_	_	_	_	ADV
consenserant	consentio	_	Plur	3	Ind|Pqp|Act	_	_	_	VER
suaque	suum界que	_	Plur	_	_	Acc	_	_	NOMcom
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
incolumia	incolumis	Pos	Plur	_	_	Acc	Neut	_	ADJqua
