token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
etiam	etiam	Pos	_	_	_	_	_	_	ADV
mammarum	mamma	_	Plur	_	_	Gen	_	_	NOMcom
communem	communis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
naturalemque	naturalis界que	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
consensum	consensus	_	Sing	_	_	Acc	_	_	NOMcom

denique	denique	Pos	_	_	_	_	_	_	ADV
sumpta	sumo	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
magnitudine	magnitudo	_	Sing	_	_	Abl	_	_	NOMcom
cum	cum	_	_	_	_	_	_	3	CONsub
aetate	aetas	_	Sing	_	_	Abl	_	_	NOMcom
mammarum	mamma	_	Plur	_	_	Gen	_	_	NOMcom
quoque	quoque	Pos	_	_	_	_	_	_	ADV
facit	facio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
augmenta	augmentum	_	Plur	_	_	Acc	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
turgentes	turgeo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
uisu	uisus	_	Sing	_	_	Abl	_	_	NOMcom
probentur	probo	_	Plur	3	Sub|Pres|Pass	_	_	_	VER

item	item	Pos	_	_	_	_	_	_	ADV
matrix	matrix	_	Sing	_	_	Abl	_	_	NOMcom
sumpto	sumo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
semine	semen	_	Sing	_	_	Abl	_	1	NOMcom
animal	animal	_	Sing	_	_	Nom	_	_	NOMcom
perficit	perficio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

mamme	mamma	_	Plur	_	_	Nom	_	_	NOMcom
futuro	futurus	Pos	Sing	_	_	Dat	MascNeut	_	ADJqua
lac	lac	_	Sing	_	_	Acc	_	_	NOMcom
preparant	praeparo	_	Plur	3	Ind|Pres|Act	_	_	2	VER
fetui	fetus	_	Sing	_	_	Dat	_	1	NOMcom

tunc	tunc	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom
per	per	_	_	_	_	_	_	_	PRE
matricem	matrix	_	Sing	_	_	Acc	_	_	NOMcom
uenerit	uenio	_	Sing	3	Sub|Perf|Act	_	_	_	VER
lactis	lac	_	Sing	_	_	Gen	_	_	NOMcom
liquor	liquor	_	Sing	_	_	Nom	_	1	NOMcom
extinguitur	exstinguo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

profluente	profluens	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
lacte	lac	_	Sing	_	_	Abl	_	_	NOMcom
purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom
prohibetur	prohibeo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

item	item	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
senibus	senex	_	Plur	_	_	Abl	_	1	NOMcom
conducta	conduco	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
matrice	matrix	_	Sing	_	_	Abl	_	_	NOMcom
mamme	mamma	_	Plur	_	_	Nom	_	_	NOMcom
quoque	quoque	Pos	_	_	_	_	_	_	ADV
marcescunt	marcesco	_	Plur	3	Ind|Pres|Act	_	_	_	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
egrotante	aegroto	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
utero	uterus	_	Sing	_	_	Abl	_	_	NOMcom
earum	is	_	Plur	_	_	Gen	Fem	_	PROdem
minuitur	minuo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
magnitudo	magnitudo	_	Sing	_	_	Nom	_	_	NOMcom

denique	denique	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
mulieribus	mulier	_	Plur	_	_	Abl	_	_	NOMcom
grauidis	grauidus	Pos	Plur	_	_	Abl	Com	_	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
mammas	mamma	_	Plur	_	_	Acc	_	_	NOMcom
conduci	conduco	_	_	_	Inf|Pres|Pass	_	_	_	VER
uidemus	uideo	_	Plur	1	Ind|Pres|Act	_	_	_	VER
futuram	sum	_	Sing	_	Par|Fut|Act	Acc	Fem	1	VER
necessario	necessario	Pos	_	_	_	_	_	_	ADV
abhortionem	abortio	_	Sing	_	_	Acc	_	1	NOMcom
dicimus	dico	_	Plur	1	Ind|Pres|Act	_	_	2	VER

Femininum	femininus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
autem	autem	_	_	_	_	_	_	_	CONcoo
ueretrum	ueretrum	_	Sing	_	_	Nom	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
membrana	membrana	_	Sing	_	_	Nom	_	_	NOMcom
neruosa	neruosus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
aliquantulum	aliquantum	_	Sing	_	_	Nom	_	1	PROind
rotunda	rotundus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
ut	ut	_	_	_	_	_	_	1	ADVrel
intestinum	intestinum	_	Sing	_	_	Nom	_	_	NOMcom
set	sed	_	_	_	_	_	_	_	CONcoo
latioris	latus	Comp	Sing	_	_	Gen	Com	2	ADJqua
spatii	spatium	_	Sing	_	_	Gen	_	_	NOMcom
interius	intra	Comp	_	_	_	_	_	1	ADV
angustioris	angustus	Comp	Sing	_	_	Gen	Com	_	ADJqua
exterius	exter	Comp	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
etiam	etiam	Pos	_	_	_	_	_	_	ADV
cohitus	coitus	_	Sing	_	_	Nom	_	_	NOMcom
uirilis	uirilis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
exercetur	exerceo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

interior	interior	Pos	Sing	_	_	Nom	MascFem	2	ADJqua
ergo	ergo	_	_	_	_	_	_	2	CONcoo
pars	pars	_	Sing	_	_	Nom	_	_	NOMcom
collo	collum	_	Sing	_	_	Abl	_	_	NOMcom
matricis	matrix	_	Sing	_	_	Gen	_	_	NOMcom
connectitur	connecto	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
exterius	exter	Comp	_	_	_	_	_	_	ADV
uero	uero	_	_	_	_	_	_	4	CONcoo
fibris	fibra	_	Plur	_	_	Abl	_	_	NOMcom
adnexa	annecto	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quas	qui	_	Plur	_	_	Acc	Fem	1	PROrel
pinnas	pinna	_	Plur	_	_	Acc	_	_	NOMcom
uocant	uoco	_	Plur	3	Ind|Pres|Act	_	_	_	VER
feminini	femininus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
sinus	sinus	_	Sing	_	_	Gen	_	_	NOMcom
inferius	inferus	Comp	Sing	_	_	Nom	Neut	_	ADJqua
sessioni	sessio	_	Sing	_	_	Dat	_	_	NOMcom
siue	siue	_	_	_	_	_	_	1	CONcoo
longaoni	longao	_	Sing	_	_	Dat	_	_	NOMcom
ex	ex	_	_	_	_	_	_	_	PRE
utroque	uterque	_	Sing	_	_	Abl	MascNeut	_	PROind
latere	latus	_	Sing	_	_	Abl	_	1	NOMcom
carnibus	caro	_	Plur	_	_	Abl	_	1	NOMcom
ossium	os	_	Plur	_	_	Gen	_	2	NOMcom
que	qui	_	Plur	_	_	Acc	Neut	1	PROrel
Greci	Graeci	_	Plur	_	_	Nom	_	_	NOMpro
scia	scia	_	Sing	_	_	Acc	_	_	NOMcom
uocant	uoco	_	Plur	3	Ind|Pres|Act	_	_	_	VER
superius	superus	Comp	Sing	_	_	Nom	Neut	_	ADJqua
collo	collum	_	Sing	_	_	Abl	_	_	NOMcom
uesice	uesica	_	Sing	_	_	Gen	_	_	NOMcom

os	os	_	Sing	_	_	Acc	_	1	NOMcom
enim	enim	_	_	_	_	_	_	2	CONcoo
matricis	matrix	_	Sing	_	_	Gen	_	_	NOMcom
supercadens	supercado	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
additum	addo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
sinui	sinus	_	Sing	_	_	Dat	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
summitate	summitas	_	Sing	_	_	Abl	_	_	NOMcom
mictuali	mictualis	Pos	Sing	_	_	Dat	Com	_	ADJqua
cauerne	cauerna	_	Sing	_	_	Dat	_	_	NOMcom
connaturatur	connaturo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

apparet	appareo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
igitur	igitur	_	_	_	_	_	_	_	CONcoo
sinum	sinus	_	Sing	_	_	Acc	_	_	NOMcom
muliebrem	muliebris	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
subiacere	subiaceo	_	_	_	Inf|Pres|Act	_	_	_	VER
collo	collum	_	Sing	_	_	Abl	_	_	NOMcom
uesice	uesica	_	Sing	_	_	Gen	_	_	NOMcom
superpositum	superpono	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
podici	podex	_	Sing	_	_	Dat	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
longaonis	longao	_	Sing	_	_	Gen	_	_	NOMcom
summitati	summitas	_	Sing	_	_	Dat	_	_	VER

De	de	_	_	_	_	_	_	_	PRE
menstruali	menstrualis	Pos	Sing	_	_	Abl	Com	_	ADJqua
purgatione	purgatio	_	Sing	_	_	Abl	_	_	NOMcom

Menstrualis	menstrualis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
dicta	dico	_	Sing	_	Par|Perf|Pass	Nom	Fem	2	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom
quod	quod	_	_	_	_	_	_	2	CONsub
per	per	_	_	_	_	_	_	_	PRE
singulos	singulus	_	Plur	_	_	Acc	Masc	_	ADJdis
menses	mensis	_	Plur	_	_	Acc	_	_	NOMcom
fiat	fio	_	Sing	3	Sub|Pres|Act	_	_	_	VER

Purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom
uero	uero	_	_	_	_	_	_	4	CONcoo
dicta	dico	_	Sing	_	Par|Perf|Pass	Nom	Fem	2	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
eo	eo	_	_	_	_	_	_	3	ADV
quod	quod	_	_	_	_	_	_	2	CONsub
superhabundantem	superabundo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
sanguinem	sanguis	_	Sing	_	_	Acc	_	_	NOMcom
corporis	corpus	_	Sing	_	_	Gen	_	_	NOMcom
mense	mensis	_	Sing	_	_	Abl	_	_	NOMcom
uno	unus	_	Sing	_	_	Abl	MascNeut	_	ADJcar
colligat	colligo	_	Sing	3	Sub|Pres|Act	_	_	3	VER
et	et	_	_	_	_	_	_	2	CONcoo
excludat	excludo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
sic	sic	Pos	_	_	_	_	_	_	ADV
corpus	corpus	_	Sing	_	_	Acc	_	_	NOMcom
purget	purgo	_	Sing	3	Ind|Fut|Act	_	_	_	VER

hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
officium	officium	_	Sing	_	_	Acc	_	_	NOMcom
nature	natura	_	Sing	_	_	Gen	_	_	NOMcom
Soranus	Soranus	_	Sing	_	_	Nom	_	_	NOMpro
diffinit	definio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
sanguinem	sanguis	_	Sing	_	_	Acc	_	_	NOMcom
uel	uel	_	_	_	_	_	_	2	CONcoo
liquorem	liquor	_	Sing	_	_	Acc	_	1	NOMcom
naturaliter	naturaliter	Pos	_	_	_	_	_	_	ADV
statutis	statuo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
temporibus	tempus	_	Plur	_	_	Abl	_	1	NOMcom
defluentem	defluo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
per	per	_	_	_	_	_	_	_	PRE
matricem	matrix	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
ex	ex	_	_	_	_	_	_	_	PRE
feminino	femininus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
sinu	sinus	_	Sing	_	_	Abl	_	_	NOMcom
aliquando	aliquando	Pos	_	_	_	_	_	_	ADV

Quando	quando	_	_	_	_	_	_	2	ADVint
incipit	incipio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom

Sepius	saepe	Comp	_	_	_	_	_	_	ADV
autem	autem	_	_	_	_	_	_	_	CONcoo
anno	annus	_	Sing	_	_	Abl	_	_	NOMcom
quartodecimo	quartusdecimus	Pos	Sing	_	_	Abl	MascNeut	_	ADJord
initium	initium	_	Sing	_	_	Acc	_	_	NOMcom
sumit	sumo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
cum	cum	_	_	_	_	_	_	3	CONsub
pubertas	pubertas	_	Sing	_	_	Nom	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
inflatio	inflatio	_	Sing	_	_	Nom	_	_	NOMcom
papillarum	papilla	_	Plur	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
feminis	femina	_	Plur	_	_	Abl	_	_	NOMcom
exoritur	exorior	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
aliquibus	aliquis	_	Plur	_	_	Abl	Com	_	PROind
tamen	tamen	Pos	_	_	_	_	_	_	ADV
citius	cito	Comp	_	_	_	_	_	2	ADV
aliquibus	aliquis	_	Plur	_	_	Abl	Com	_	PROind
tardius	tarde	Comp	_	_	_	_	_	_	ADV

Quanto	quantus	_	Sing	_	_	Abl	MascNeut	2	ADVint
sanguine	sanguis	_	Sing	_	_	Abl	_	_	NOMcom
purgantur	purgo	_	Plur	3	Sub|Pres|Pass	_	_	_	VER

Set	sed	_	_	_	_	_	_	_	CONcoo
ipsius	ipse	_	Sing	_	_	Gen	Com	_	PROdem
fluoris	fluor	_	Sing	_	_	Gen	_	_	NOMcom
quantitas	quantitas	_	Sing	_	_	Nom	_	_	NOMcom
ex	ex	_	_	_	_	_	_	_	PRE
paruo	paruum	_	Sing	_	_	Abl	_	_	NOMcom
sumens	sumo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
initium	initium	_	Sing	_	_	Acc	_	_	NOMcom
proficit	proficio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
plurimum	plurimum	_	Sing	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
perseuerans	perseuero	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
rursus	rursus	Pos	_	_	_	_	_	_	ADV
minuitur	minuo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
omnino	omnino	Pos	_	_	_	_	_	_	ADV
conquiescit	conquiesco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
neque	neque	_	_	_	_	_	_	_	ADVneg
iuxta	iuxta	_	_	_	_	_	_	2	PRE
3	3	_	_	_	_	_	_	_	ADJcar
annos	annus	_	Plur	_	_	Acc	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	ADVneg
ultra	ultra	Pos	_	_	_	_	_	1	ADV
3	3	_	_	_	_	_	_	_	ADJcar
sepius	saepe	Comp	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
multis	multus	Pos	Plur	_	_	Abl	Com	_	ADJqua
approbatur	approbo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

Quando	quando	_	_	_	_	_	_	2	ADVint
cessat	cesso	_	Sing	3	Ind|Pres|Act	_	_	_	VER
purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom

Set	sed	_	_	_	_	_	_	_	CONcoo

in	in	_	_	_	_	_	_	_	PRE
multis	multus	Pos	Plur	_	_	Abl	Com	_	ADJqua

additur	addo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
siquidem	siquidem	_	_	_	_	_	_	_	CONsub
plerisque	plerique	_	Plur	_	_	Dat	_	_	NOMcom
usque	usque	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
annum	annus	_	Sing	_	_	Acc	_	_	NOMcom
sexagesimum	sexagesimus	Pos	Sing	_	_	Acc	MascNeut	_	ADJord
purgatio	purgatio	_	Sing	_	_	Nom	_	_	NOMcom
peruenerit	peruenio	_	Sing	3	Sub|Perf|Act	_	_	_	VER

set	sed	_	_	_	_	_	_	_	CONcoo
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
augmentum	augmentum	_	Sing	_	_	Nom	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
minutio	minutio	_	Sing	_	_	Nom	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
potest	possum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
firma	firmus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
dimensione	dimensio	_	Sing	_	_	Abl	_	_	NOMcom
terminare	termino	_	_	_	Inf|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
certus	certus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
diffiniatur	definio	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
modus	modus	_	Sing	_	_	Nom	_	_	NOMcom

De	de	_	_	_	_	_	_	_	PRE
diuersitate	diuersitas	_	Sing	_	_	Abl	_	_	NOMcom
purgationis	purgatio	_	Sing	_	_	Gen	_	_	NOMcom
secundum	secundum	_	_	_	_	_	_	2	PRE
tempus	tempus	_	Sing	_	_	Acc	_	1	NOMcom
in	in	_	_	_	_	_	_	_	PRE
numero	numerus	_	Sing	_	_	Abl	_	_	NOMcom
dierum	dies	_	Plur	_	_	Gen	_	_	NOMcom

Purgantur	purgo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
femine	femina	_	Plur	_	_	Nom	_	_	NOMcom
alique	aliquis	_	Plur	_	_	Nom	Fem	_	PROind
die	dies	_	Sing	_	_	Abl	_	_	NOMcom
una	unus	Pos	Sing	_	_	Abl	Fem	_	ADJcar
alique	aliquis	_	Plur	_	_	Nom	Fem	_	PROind
duobus	duo	_	Plur	_	_	Abl	MascNeut	_	ADJcar
alique	aliquis	_	Plur	_	_	Nom	Fem	_	PROind
usque	usque	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
diem	dies	_	Sing	_	_	Acc	_	_	NOMcom
septimum	septimus	Pos	Sing	_	_	Acc	MascNeut	_	ADJord
perseuerant	perseuero	_	Plur	3	Ind|Pres|Act	_	_	_	VER

