token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
eruditos	erudio	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	ADJqua
ut	ut	_	_	_	_	_	_	4	CONsub
Romano	Romanus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
opere	opus	_	Sing	_	_	Abl	_	1	NOMcom
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
palatium	palatium	_	Sing	_	_	Acc	_	_	NOMcom
construatur	construo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER

Tunc	tunc	Pos	_	_	_	_	_	_	ADV
Dominus	dominus	_	Sing	_	_	Nom	_	_	NOMcom
tradidit	trado	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
Thomam	Thomas	_	Sing	_	_	Acc	_	_	NOMpro
asserens	assero	_	Sing	_	Par|Pres|Act	Nom	Com	2	VER
eum	is	_	Sing	_	_	Acc	Masc	_	PROdem
plurimum	multum	Sup	_	_	_	_	_	2	ADV
in	in	_	_	_	_	_	_	_	PRE
tali	talis	_	Sing	_	_	Abl	Com	_	PROdem
arte	ars	_	Sing	_	_	Abl	_	_	NOMcom
peritum	peritus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua

Nauigantes	nauigo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
ad	ad	_	_	_	_	_	_	2	PRE
quandam	quidam	_	Sing	_	_	Acc	Fem	_	PROind
ciuitatem	ciuitas	_	Sing	_	_	Acc	_	_	NOMcom
uenerunt	uenio	_	Plur	3	Ind|Perf|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
rex	rex	_	Sing	_	_	Nom	_	_	NOMcom
filiae	filia	_	Sing	_	_	Gen	_	_	NOMcom
suae	suus	_	Sing	_	_	Gen	Fem	_	PROpos.ref
nuptias	nuptiae	_	Plur	_	_	Acc	_	_	NOMcom
celebrabat	celebro	_	Sing	3	Ind|Impa|Act	_	_	_	VER

Hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
cum	cum	_	_	_	_	_	_	3	CONsub
praeconisari	praeconiso	_	_	_	Inf|Pres|Pass	_	_	_	VER
fecisset	facio	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
nuptiis	nuptiae	_	Plur	_	_	Dat	_	_	NOMcom
interessent	intersum	_	Plur	3	Sub|Impa|Act	_	_	1	VER
alias	alias	Pos	_	_	_	_	_	_	ADV
regem	rex	_	Sing	_	_	Acc	_	_	NOMcom
offenderent	offendo	_	Plur	3	Sub|Impa|Act	_	_	_	VER
contigit	contingo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
illum	ille	_	Sing	_	_	Acc	Masc	_	PROdem
Abbanem	Abbanes	_	Sing	_	_	Acc	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
introire	introeo	_	_	_	Inf|Pres|Act	_	_	1	VER

Puella	puella	_	Sing	_	_	Nom	_	_	NOMcom
autem	autem	_	_	_	_	_	_	_	CONcoo
Hebraea	Hebraeus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
fistulam	fistula	_	Sing	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
manu	manus	_	Sing	_	_	Abl	_	1	NOMcom
gerens	gero	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
unumquemque	unusquisque	_	Sing	_	_	Acc	Masc	_	PROind
laude	laus	_	Sing	_	_	Abl	_	_	NOMcom
aliqua	aliquis	_	Sing	_	_	Abl	Fem	_	PROind
commendabat	commendo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
uidensque	uideo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
{uidensque}	que	_	_	_	_	_	_	_	CONcoo
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
intellexit	intelligo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
hunc	hic	_	Sing	_	_	Acc	Masc	1	PROdem
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
Hebraeum	Hebraeus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
quod	quod	_	_	_	_	_	_	2	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
manducaret	manduco	_	Sing	3	Sub|Impa|Act	_	_	2	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
oculos	oculus	_	Plur	_	_	Acc	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
caelum	caelum	_	Sing	_	_	Acc	_	1	NOMcom
fixos	figo	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
haberet	habeo	_	Sing	3	Sub|Impa|Act	_	_	_	VER

Cumque	cum界que	_	_	_	_	_	_	3	CONsub
puella	puella	_	Sing	_	_	Nom	_	_	NOMcom
coram	coram	_	_	_	_	_	_	2	PRE
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
hebraice	Hebraice	Pos	_	_	_	_	_	_	ADV
caneret	cano	_	Sing	3	Sub|Impa|Act	_	_	_	VER
dicens	dico	_	Sing	_	Par|Pres|Act	Nom	Com	2	VER

Unus	unus	_	Sing	_	_	Nom	Masc	_	ADJcar
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
Deus	deus	_	Sing	_	_	Nom	_	_	NOMcom
Hebraeorum	Hebraeus	Pos	Plur	_	_	Gen	MascNeut	_	ADJqua
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
creauit	creo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
et	et	_	_	_	_	_	_	2	CONcoo
fundauit	fundo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
maria	mare	_	Plur	_	_	Acc	_	_	NOMcom

apostolus	apostolus	_	Sing	_	_	Nom	_	_	NOMcom
ipsam	ipse	_	Sing	_	_	Acc	Fem	_	PROdem
haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
eadem	idem	_	Plur	_	_	Acc	Neut	_	PROdem
uerba	uerbum	_	Plur	_	_	Acc	_	_	NOMcom
repetere	repeto	_	_	_	Inf|Pres|Act	_	_	_	VER
satagebat	satago	_	Sing	3	Ind|Impa|Act	_	_	_	VER

Uidens	uideo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
pincerna	pincerna	_	Sing	_	_	Nom	_	_	NOMcom
quod	quod	_	_	_	_	_	_	2	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
manducaret	manduco	_	Sing	3	Sub|Impa|Act	_	_	2	VER
nec	nec	_	_	_	_	_	_	1	ADVneg
biberet	bibo	_	Sing	3	Sub|Impa|Act	_	_	2	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
tantum	tantum	Pos	_	_	_	_	_	2	ADV
oculos	oculus	_	Plur	_	_	Acc	_	_	NOMcom
fixos	figo	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
caelum	caelum	_	Sing	_	_	Acc	_	1	NOMcom
haberet	habeo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
Dei	deus	_	Sing	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
maxillam	maxilla	_	Sing	_	_	Acc	_	_	NOMcom
percussit	percutio	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
apostolus	apostolus	_	Sing	_	_	Nom	_	_	NOMcom
dixit	dico	_	Sing	3	Ind|Perf|Act	_	_	2	VER

Melius	bene	Comp	_	_	_	_	_	_	ADV
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
in	in	_	_	_	_	_	_	_	PRE
futuro	futurum	_	Sing	_	_	Abl	_	_	NOMcom
indulgentia	indulgentia	_	Sing	_	_	Nom	_	_	NOMcom
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
tradatur	trado	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
hic	hic	_	_	_	_	_	_	2	ADV
transitoria	transitorius	Pos	Sing	_	_	Nom	Fem	_	ADJqua
plaga	plaga	_	Sing	_	_	Nom	_	1	NOMcom
reddatur	reddo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
Non	non	_	_	_	_	_	_	_	ADVneg
hinc	hinc	Pos	_	_	_	_	_	_	ADV
surgam	surgo	_	Sing	1	Ind|Fut|Act	_	_	_	VER
donec	donec	_	_	_	_	_	_	_	CONsub
manus	manus	_	Sing	_	_	Nom	_	1	NOMcom
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
percussit	percutio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
huc	huc	Pos	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
canibus	canis	_	Plur	_	_	Abl	_	_	NOMcom
afferatur	affero	_	Sing	3	Sub|Pres|Pass	_	_	_	VER

Hic	hic	_	Sing	_	_	Nom	Masc	1	PROdem
igitur	igitur	_	_	_	_	_	_	_	CONcoo
ad	ad	_	_	_	_	_	_	2	PRE
hauriendam	haurio	_	Sing	_	Adj|_|Pass	Acc	Fem	_	VER
aquam	aqua	_	Sing	_	_	Acc	_	_	NOMcom
abiit	abeo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
leo	leo	_	Sing	_	_	Nom	_	_	NOMcom
ipsum	ipse	_	Sing	_	_	Acc	Masc	_	PROdem
occidens	occido	_	Sing	_	Par|Pres|Act	Nom	Com	2	VER
sanguinem	sanguis	_	Sing	_	_	Acc	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
bibit	bibo	_	Sing	3	Ind|Perf|Act	_	_	2	VER

Lacerantibus	lacero	_	Plur	_	Par|Pres|Act	Abl	Com	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
canibus	canis	_	Plur	_	_	Abl	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
corpus	corpus	_	Sing	_	_	Nom	_	_	NOMcom
unus	unus	_	Sing	_	_	Nom	Masc	_	ADJcar
niger	niger	Pos	Sing	_	_	Nom	Masc	_	ADJqua
canis	canis	_	Sing	_	_	Nom	_	_	NOMcom
manum	manus	_	Sing	_	_	Acc	_	1	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
dextram	dexter	Pos	Sing	_	_	Acc	Fem	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
medium	medius	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
conuiuium	conuiuium	_	Sing	_	_	Acc	_	_	NOMcom
apponauit	appono	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
uiso	uideo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
omnis	omnis	_	Sing	_	_	Nom	MascFem	_	PROind
turba	turba	_	Sing	_	_	Nom	_	_	NOMcom
obstupuit	obstupesco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
puella	puella	_	Sing	_	_	Nom	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
uerba	uerbum	_	Plur	_	_	Acc	_	_	NOMcom
referens	refero	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
proiecta	proicio	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
fistula	fistula	_	Sing	_	_	Abl	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
pedes	pes	_	Plur	_	_	Acc	_	_	NOMcom
apostoli	apostolus	_	Sing	_	_	Gen	_	_	NOMcom
se	sui	_	Sing	_	_	Acc	_	1	PROref
proiecit	proicio	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Huius	hic	_	Sing	_	_	Gen	Com	1	PROdem
autem	autem	_	_	_	_	_	_	_	CONcoo
ultionem	ultio	_	Sing	_	_	Acc	_	_	NOMcom
reprobat	reprobo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Augustinus	Augustinus	_	Sing	_	_	Nom	_	_	NOMpro
in	in	_	_	_	_	_	_	_	PRE
libro	liber	_	Sing	_	_	Abl	_	1	NOMcom
contra	contra	_	_	_	_	_	_	2	PRE
Faustum	Faustus	_	Sing	_	_	Acc	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
asserit	assero	_	Sing	3	Ind|Pres|Act	_	_	2	VER
a	ab	_	_	_	_	_	_	_	PRE
pseudo	pseudus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
fuisse	sum	_	_	_	Inf|Perf|Act	_	_	1	VER
insertum	insero	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	2	VER
unde	unde	_	_	_	_	_	_	2	ADVint
et	et	Pos	_	_	_	_	_	1	ADV
legenda	legenda	_	Sing	_	_	Nom	_	_	NOMcom
haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
quoad	quoad	_	_	_	_	_	_	1	ADVrel
plura	multus	Comp	Plur	_	_	Acc	Neut	_	ADJqua
suspecta	suspectus	Pos	Plur	_	_	Nom	Neut	2	ADJqua
habetur	habeo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

Posset	possum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
tamen	tamen	Pos	_	_	_	_	_	_	ADV
dici	dico	_	_	_	Inf|Pres|Pass	_	_	2	VER
quod	quod	_	_	_	_	_	_	2	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
animo	animus	_	Sing	_	_	Abl	_	_	NOMcom
impetrandi	impetro	_	Sing	_	Ger|_|Act	Gen	_	_	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
modo	modus	_	Sing	_	_	Abl	_	_	NOMcom
praedicendi	praedico	_	Sing	_	Ger|_|Act	Gen	_	2	VER
dictum	dico	_	Sing	_	Par|Perf|Pass	Nom	Neut	2	VER
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER

Si	si	_	_	_	_	_	_	2	CONsub
tamen	tamen	Pos	_	_	_	_	_	_	ADV
Augustini	Augustinus	_	Sing	_	_	Gen	_	_	NOMpro
uerba	uerbum	_	Plur	_	_	Nom	_	_	NOMcom
diligenter	diligenter	Pos	_	_	_	_	_	_	ADV
inspiciantur	inspicio	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
penitus	penitus	Pos	_	_	_	_	_	2	ADV
reprobare	reprobo	_	_	_	Inf|Pres|Act	_	_	_	VER
ista	iste	_	Plur	_	_	Nom	Neut	_	PROdem
uidentur	uideo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER

Ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
enim	enim	_	_	_	_	_	_	2	CONcoo
sic	sic	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
eodem	idem	_	Sing	_	_	Abl	MascNeut	_	PROdem
libro	liber	_	Sing	_	_	Abl	_	1	NOMcom

Legunt	lego	_	Plur	3	Ind|Pres|Act	_	_	2	VER
scripturas	scriptura	_	Plur	_	_	Acc	_	_	NOMcom
apocryphas	apocryphus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
Manichaei	Manichaei	_	Plur	_	_	Nom	_	_	NOMpro
nescio	nescio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
a	ab	_	_	_	_	_	_	_	PRE
quibus	quis	_	Plur	_	_	Abl	Com	1	PROint
sutoribus	sutor	_	Plur	_	_	Abl	_	_	NOMcom
fabularum	fabula	_	Plur	_	_	Gen	_	1	NOMcom
sub	sub	_	_	_	_	_	_	_	PRE
apostolorum	apostolus	_	Plur	_	_	Gen	_	_	NOMcom
nomine	nomen	_	Sing	_	_	Abl	_	_	NOMcom
scriptas	scribo	_	Plur	_	Par|Perf|Pass	Acc	Fem	_	VER
quae	qui	_	Plur	_	_	Nom	Fem	1	PROrel
suorum	suus	_	Plur	_	_	Gen	MascNeut	_	PROpos.ref
scriptorum	scripta	_	Plur	_	_	Gen	_	_	NOMcom
temporibus	tempus	_	Plur	_	_	Abl	_	1	NOMcom
in	in	_	_	_	_	_	_	_	PRE
auctoritate	auctoritas	_	Sing	_	_	Abl	_	_	NOMcom
sanctae	sanctus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
ecclesiae	ecclesia	_	Sing	_	_	Gen	_	_	NOMcom
recipi	recipio	_	_	_	Inf|Pres|Pass	_	_	_	VER
mererentur	mereor	_	Plur	3	Sub|Impa|Dep	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
sancti	sanctus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
docti	doctus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
homines	homo	_	Plur	_	_	Nom	_	_	NOMcom
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
tunc	tunc	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
hac	hic	_	Sing	_	_	Abl	Fem	1	PROdem
uita	uita	_	Sing	_	_	Abl	_	_	NOMcom
erant	sum	_	Plur	3	Ind|Impa|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
examinare	examino	_	_	_	Inf|Pres|Act	_	_	_	VER
poterant	possum	_	Plur	3	Ind|Impa|Act	_	_	1	VER
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
uera	uerus	_	Plur	_	_	Acc	_	_	ADJqua
locutos	loquor	_	Plur	_	Par|Perf|Dep	Acc	Masc	_	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
cognoscerent	cognosco	_	Plur	3	Sub|Impa|Act	_	_	_	VER

Ibi	ibi	Pos	_	_	_	_	_	_	ADV
tamen	tamen	Pos	_	_	_	_	_	_	ADV
legunt	lego	_	Plur	3	Ind|Pres|Act	_	_	2	VER
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
Thomam	Thomas	_	Sing	_	_	Acc	_	_	NOMpro
cum	cum	_	_	_	_	_	_	3	CONsub
esset	sum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
quodam	quidam	_	Sing	_	_	Abl	MascNeut	_	PROind
nuptiarum	nuptiae	_	Plur	_	_	Gen	_	_	NOMcom
conuiuio	conuiuium	_	Sing	_	_	Abl	_	_	NOMcom
peregrinus	peregrinus	_	Sing	_	_	Nom	_	1	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
incognitus	incognitus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
a	ab	_	_	_	_	_	_	_	PRE
quodam	quidam	_	Sing	_	_	Abl	MascNeut	_	PROind
ministro	minister	_	Sing	_	_	Abl	_	1	NOMcom
palma	palma	_	Sing	_	_	Abl	_	_	NOMcom
percussum	percutio	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
imprecatum	imprecor	_	Sing	_	Par|Perf|Dep	Acc	MascNeut	_	VER
fuisse	sum	_	_	_	Inf|Perf|Act	_	_	1	VER
homini	homo	_	Sing	_	_	Dat	_	_	NOMcom
continuam	continuus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
saeuamque	saeuus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
{saeuamque}	que	_	_	_	_	_	_	_	CONcoo
uindictam	uindicta	_	Sing	_	_	Acc	_	_	NOMcom

Nam	nam	_	_	_	_	_	_	_	CONcoo
cum	cum	_	_	_	_	_	_	3	CONsub
egressus	egredior	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
fuisset	sum	_	Sing	3	Sub|Pqp|Act	_	_	1	VER
ad	ad	_	_	_	_	_	_	2	PRE
fontem	fons	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
aquam	aqua	_	Sing	_	_	Acc	_	_	NOMcom
conuiuantibus	conuiuor	_	Plur	_	Par|Pres|Act	Dat	Com	_	VER
ministraret	ministro	_	Sing	3	Sub|Impa|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
eum	is	_	Sing	_	_	Acc	Masc	_	PROdem
leo	leo	_	Sing	_	_	Nom	_	_	NOMcom
incurrens	incurro	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
interemit	interimo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
manumque	manus界que	_	Sing	_	_	Acc	_	1	NOMcom
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
caput	caput	_	Sing	_	_	Acc	_	_	NOMcom
apostoli	apostolus	_	Sing	_	_	Gen	_	_	NOMcom
leui	leuis	Pos	Sing	_	_	Abl	Com	2	ADJqua
ictu	ictus	_	Sing	_	_	Abl	_	_	NOMcom
percusserat	percutio	_	Sing	3	Ind|Pqp|Act	_	_	_	VER
a	ab	_	_	_	_	_	_	_	PRE
corpore	corpus	_	Sing	_	_	Abl	_	_	NOMcom
auulsam	auello	_	Sing	_	Par|Perf|Pass	Acc	Fem	_	VER
secundum	secundum	_	_	_	_	_	_	2	PRE
uerbum	uerbum	_	Sing	_	_	Acc	_	_	NOMcom
