token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
efflueret	effluo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
pro	pro	_	_	_	_	_	_	1	PRE
iis	is	_	Plur	_	_	Abl	Com	_	PROdem
orauit	oro	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ad	ad	_	_	_	_	_	_	2	PRE
Christum	Christus	_	Sing	_	_	Acc	_	_	NOMpro
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
sua	suus	_	Sing	_	_	Abl	Fem	_	PROpos.ref
oratione	oratio	_	Sing	_	_	Abl	_	_	NOMcom
conuertit	conuerto	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Inde	inde	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
Achaiam	Achaia	_	Sing	_	_	Acc	_	_	NOMpro
proficiscitur	proficiscor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER

Hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
autem	autem	_	_	_	_	_	_	_	CONcoo
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
dicitur	dico	_	Sing	3	Ind|Pres|Pass	_	_	2	VER
de	de	_	_	_	_	_	_	_	PRE
huiusmodi	huiusmodi	Pos	_	_	_	_	_	_	ADV
liberatione	liberatio	_	Sing	_	_	Abl	_	_	NOMcom
Matthaei	Matthaeus	_	Sing	_	_	Gen	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
restitutione	restitutio	_	Sing	_	_	Abl	_	_	NOMcom
duorum	duo	_	Plur	_	_	Gen	MascNeut	_	ADJcar
luminum	lumen	_	Plur	_	_	Gen	_	_	NOMcom
per	per	_	_	_	_	_	_	_	PRE
Andream	Andreas	_	Sing	_	_	Acc	_	_	NOMpro
non	non	_	_	_	_	_	_	_	ADVneg
puto	puto	_	Sing	1	Ind|Pres|Act	_	_	_	VER
dignum	dignus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
fidei	fides	_	Sing	_	_	Gen	_	2	NOMcom
ne	ne	_	_	_	_	_	_	4	CONsub
in	in	_	_	_	_	_	_	_	PRE
tanto	tantus	_	Sing	_	_	Abl	MascNeut	_	PROdem
euangelista	euangelista	_	Sing	_	_	Abl	_	_	NOMcom
minoratio	minoratio	_	Sing	_	_	Nom	_	_	NOMcom
infima	inferus	Sup	Sing	_	_	Nom	Fem	_	ADJqua
denotetur	denoto	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
quasi	quasi	_	_	_	_	_	_	2	CONsub
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
non	non	_	_	_	_	_	_	_	ADVneg
potuerit	possum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
obtinere	obtineo	_	_	_	Inf|Pres|Act	_	_	_	VER
quod	quod	_	Sing	_	_	Acc	Neut	2	CONsub
Andreas	Andreas	_	Sing	_	_	Nom	_	_	NOMpro
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
tam	tam	Pos	_	_	_	_	_	_	ADV
facile	facile	Pos	_	_	_	_	_	_	ADV
impetrauit	impetro	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Quidam	quidam	_	Sing	_	_	Nom	Masc	_	PROind
iuuenis	iuuenis	_	Sing	_	_	Nom	_	1	NOMcom
nobilis	nobilis	Pos	Sing	_	_	Nom	MascFem	2	ADJqua
dum	dum	_	_	_	_	_	_	2	CONsub
inuitis	inuitus	Pos	Plur	_	_	Abl	Com	_	ADJqua
parentibus	parens	_	Plur	_	_	Abl	_	1	NOMcom
apostolo	apostolus	_	Sing	_	_	Dat	_	_	NOMcom
adhaesisset	adhaereo	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
parentes	parens	_	Plur	_	_	Nom	_	1	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
domum	domus	_	Sing	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
morabatur	moror	_	Sing	3	Ind|Impa|Dep	_	_	1	VER
cum	cum	_	_	_	_	_	_	2	PRE
apostolo	apostolus	_	Sing	_	_	Abl	_	_	NOMcom
succenderunt	succendo	_	Plur	3	Ind|Perf|Act	_	_	_	VER

Cumque	cum界que	_	_	_	_	_	_	3	CONsub
iam	iam	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
altum	altum	_	Sing	_	_	Acc	_	_	NOMcom
flamma	flamma	_	Sing	_	_	Nom	_	_	NOMcom
succresceret	succresco	_	Sing	3	Sub|Impa|Act	_	_	_	VER
puer	puer	_	Sing	_	_	Nom	_	_	NOMcom
accepta	accipio	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
ampulla	ampulla	_	Sing	_	_	Abl	_	_	NOMcom
super	super	_	_	_	_	_	_	2	PRE
ignem	ignis	_	Sing	_	_	Acc	_	_	NOMcom
sparsit	spargo	_	Sing	3	Ind|Perf|Act	_	_	2	VER
et	et	_	_	_	_	_	_	2	CONcoo
statim	statim	Pos	_	_	_	_	_	_	ADV
ignem	ignis	_	Sing	_	_	Acc	_	_	NOMcom
exstinxit	exstinguo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
illis	ille	_	Plur	_	_	Abl	Com	_	PROdem
autem	autem	_	_	_	_	_	_	_	CONcoo
dicentibus	dico	_	Plur	_	Par|Pres|Act	Abl	Com	2	VER

Filius	filius	_	Sing	_	_	Nom	_	_	NOMcom
noster	noster	_	Sing	_	_	Nom	Masc	_	PROpos
magus	magus	_	Sing	_	_	Nom	_	1	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
effectus	efficio	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER

Dum	dum	_	_	_	_	_	_	2	CONsub
per	per	_	_	_	_	_	_	_	PRE
scalas	scalae	_	Plur	_	_	Acc	_	_	NOMcom
uellent	uolo	_	Plur	3	Sub|Impa|Act	_	_	3	VER
ascendere	ascendo	_	_	_	Inf|Pres|Act	_	_	_	VER
a	ab	_	_	_	_	_	_	_	PRE
Deo	deus	_	Sing	_	_	Abl	_	_	NOMcom
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
excaecati	excaeco	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
ipsas	ipse	_	Plur	_	_	Acc	Fem	_	PROdem
scalas	scalae	_	Plur	_	_	Acc	_	_	NOMcom
penitus	penitus	Pos	_	_	_	_	_	2	ADV
non	non	_	_	_	_	_	_	_	ADVneg
uiderunt	uideo	_	Plur	3	Ind|Perf|Act	_	_	_	VER

Tunc	tunc	Pos	_	_	_	_	_	_	ADV
quidam	quidam	_	Sing	_	_	Nom	Masc	_	PROind
exclamans	exclamo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Ad	ad	_	_	_	_	_	_	2	PRE
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
uos	uos	_	Plur	_	_	Nom	_	_	PROper
stulto	stultus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
labore	labor	_	Sing	_	_	Abl	_	1	NOMcom
consumitis	consumo	_	Plur	2	Ind|Pres|Act	_	_	_	VER

Deus	deus	_	Sing	_	_	Nom	_	_	NOMcom
pugnat	pugno	_	Sing	3	Ind|Pres|Act	_	_	_	VER
pro	pro	_	_	_	_	_	_	1	PRE
iis	is	_	Plur	_	_	Abl	Com	_	PROdem
et	et	_	_	_	_	_	_	2	CONcoo
uos	uos	_	Plur	_	_	Nom	_	_	PROper
non	non	_	_	_	_	_	_	_	ADVneg
uidetis	uideo	_	Plur	2	Ind|Pres|Act	_	_	_	VER

Cessate	cesso	_	Plur	2	Imp|Pres|Act	_	_	_	VER
iam	iam	Pos	_	_	_	_	_	_	ADV
ne	ne	_	_	_	_	_	_	4	CONsub
in	in	_	_	_	_	_	_	_	PRE
uos	uos	_	Plur	_	_	Acc	_	_	PROper
ira	ira	_	Sing	_	_	Nom	_	_	NOMcom
Dei	deus	_	Sing	_	_	Gen	_	_	NOMcom
descendat	descendo	_	Sing	3	Sub|Pres|Act	_	_	_	VER

Multi	multus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
ergo	ergo	_	_	_	_	_	_	2	CONcoo
uidentes	uideo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
domino	dominus	_	Sing	_	_	Dat	_	_	NOMcom
crediderunt	credo	_	Plur	3	Ind|Perf|Act	_	_	_	VER
parentes	parens	_	Plur	_	_	Nom	_	1	NOMcom
uero	uero	_	_	_	_	_	_	4	CONcoo
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
post	post	_	_	_	_	_	_	2	PRE
quinquaginta	quinquaginta	_	_	_	_	Ind	_	_	ADJcar
dies	dies	_	Plur	_	_	Acc	_	_	NOMcom
mortui	mortuus	Pos	Plur	_	_	Nom	Masc	2	VER
in	in	_	_	_	_	_	_	_	PRE
monumento	monumentum	_	Sing	_	_	Abl	_	_	NOMcom
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
positi	pono	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER

Quaedam	quidam	_	Sing	_	_	Nom	Fem	_	PROind
mulier	mulier	_	Sing	_	_	Nom	_	_	NOMcom
cuidam	quidam	_	Sing	_	_	Dat	Com	_	PROind
homicidae	homicida	_	Sing	_	_	Dat	_	_	NOMcom
coniuncta	coniunctus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
parere	pareo	_	_	_	Inf|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
posset	possum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
sorori	soror	_	Sing	_	_	Dat	_	_	NOMcom
suae	suus	_	Sing	_	_	Dat	Fem	_	PROpos.ref
dixit	dico	_	Sing	3	Ind|Perf|Act	_	_	2	VER

Uade	uado	_	Sing	2	Imp|Pres|Act	_	_	2	VER
et	et	_	_	_	_	_	_	2	CONcoo
pro	pro	_	_	_	_	_	_	1	PRE
me	ego	_	Sing	_	_	Abl	_	_	PROper
Dianam	Diana	_	Sing	_	_	Acc	_	_	NOMpro
dominam	domina	_	Sing	_	_	Acc	_	_	NOMcom
nostram	noster	_	Sing	_	_	Acc	Fem	_	PROpos
inuoca	inuoco	_	Sing	2	Imp|Pres|Act	_	_	_	VER

Cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
inuocanti	inuoco	_	Sing	_	Par|Pres|Act	Dat	Com	_	VER
ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
diabolus	diabolus	_	Sing	_	_	Nom	_	_	NOMcom

Cur	cur	_	_	_	_	_	_	_	ADVint
me	ego	_	Sing	_	_	Acc	_	_	PROper
inuocas	inuoco	_	Sing	2	Ind|Pres|Act	_	_	_	VER
cum	cum	_	_	_	_	_	_	3	CONsub
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
prodesse	prosum	_	_	_	Inf|Pres|Act	_	_	1	VER
non	non	_	_	_	_	_	_	_	ADVneg
possim	possum	_	Sing	1	Sub|Pres|Act	_	_	1	VER

Sed	sed	_	_	_	_	_	_	_	CONcoo
uade	uado	_	Sing	2	Imp|Pres|Act	_	_	2	VER
ad	ad	_	_	_	_	_	_	2	PRE
Andream	Andreas	_	Sing	_	_	Acc	_	_	NOMpro
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
sororem	soror	_	Sing	_	_	Acc	_	_	NOMcom
tuam	tuus	_	Sing	_	_	Acc	Fem	_	PROpos
poterit	possum	_	Sing	3	Ind|Fut|Act	_	_	1	VER
adiuuare	adiuuo	_	_	_	Inf|Pres|Act	_	_	_	VER

Ad	ad	_	_	_	_	_	_	2	PRE
quem	qui	_	Sing	_	_	Acc	Masc	1	PROrel
cum	cum	_	_	_	_	_	_	3	CONsub
iuisset	eo	_	Sing	3	Sub|Pqp|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
sororem	soror	_	Sing	_	_	Acc	_	_	NOMcom
periclitantem	periclitor	_	Sing	_	Par|Pres|Dep	Acc	MascFem	_	VER
duxisset	duco	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
dicit	dico	_	Sing	3	Ind|Pres|Act	_	_	2	VER
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
apostolus	apostolus	_	Sing	_	_	Nom	_	_	NOMcom

Recte	recte	Pos	_	_	_	_	_	_	ADV
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
pateris	patior	_	Sing	2	Ind|Pres|Dep	_	_	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
male	male	Pos	_	_	_	_	_	_	ADV
duxisti	duco	_	Sing	2	Ind|Perf|Act	_	_	_	VER
male	male	Pos	_	_	_	_	_	_	ADV
concepisti	concipio	_	Sing	2	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
daemones	daemon	_	Plur	_	_	Acc	_	_	NOMcom
consuluisti	consulo	_	Sing	2	Ind|Perf|Act	_	_	_	VER

Sed	sed	_	_	_	_	_	_	_	CONcoo
tamen	tamen	Pos	_	_	_	_	_	_	ADV
poenitere	paeniteo	_	Sing	2	Imp|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
Christum	Christus	_	Sing	_	_	Acc	_	_	NOMpro
crede	credo	_	Sing	2	Imp|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
puerum	puer	_	Sing	_	_	Acc	_	_	NOMcom
proice	proicio	_	Sing	2	Imp|Pres|Act	_	_	_	VER

Qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
credente	credo	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
abortiuum	abortiuus	_	Sing	_	_	Acc	_	_	NOMcom
protulit	profero	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
dolor	dolor	_	Sing	_	_	Nom	_	_	NOMcom
cessauit	cesso	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Senex	senex	_	Sing	_	_	Nom	_	2	ADJqua
quidam	quidam	_	Sing	_	_	Nom	Masc	_	PROind
nomine	nomen	_	Sing	_	_	Abl	_	_	NOMcom
Nicolaus	Nicolaus	_	Sing	_	_	Nom	_	_	NOMpro
adiit	adeo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
apostolum	apostolus	_	Sing	_	_	Acc	_	_	NOMcom
dicens	dico	_	Sing	_	Par|Pres|Act	Nom	Com	2	VER

Domine	dominus	_	Sing	_	_	Voc	_	_	NOMcom
ecce	ecce	_	_	_	_	_	_	_	INJ
septuaginta	septuaginta	_	_	_	_	Ind	_	_	ADJcar
anni	annus	_	Plur	_	_	Nom	_	_	NOMcom
uitae	uita	_	Sing	_	_	Gen	_	_	NOMcom
meae	meus	_	Sing	_	_	Gen	Fem	_	PROpos
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
semper	semper	Pos	_	_	_	_	_	_	ADV
luxuriae	luxuria	_	Sing	_	_	Dat	_	_	NOMcom
deseruiui	deseruio	_	Sing	1	Ind|Perf|Act	_	_	_	ADJqua

Accepi	accipio	_	Sing	1	Ind|Perf|Act	_	_	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
aliquando	aliquando	Pos	_	_	_	_	_	_	ADV
euangelium	euangelium	_	Sing	_	_	Acc	_	_	NOMcom
orans	oro	_	Sing	_	Par|Pres|Act	Nom	MascFem	_	VER
Deum	deus	_	Sing	_	_	Acc	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
amodo	amodo	Pos	_	_	_	_	_	_	ADV
continentiam	continentia	_	Sing	_	_	Acc	_	_	NOMcom
largiretur	largior	_	Sing	3	Sub|Impa|Pass	_	_	_	VER

Sed	sed	_	_	_	_	_	_	_	CONcoo
in	in	_	_	_	_	_	_	_	PRE
ipso	ipse	_	Sing	_	_	Abl	MascNeut	_	PROdem
peccato	peccatum	_	Sing	_	_	Abl	_	_	NOMcom
inueteratus	inueteratus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
a	ab	_	_	_	_	_	_	_	PRE
mala	malus	Pos	Sing	_	_	Abl	Fem	3	ADJqua
concupiscentia	concupiscentia	_	Sing	_	_	Abl	_	_	NOMcom
illectus	illicio	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	NOMcom
statim	statim	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
opus	opus	_	Sing	_	_	Acc	_	1	NOMcom
solitum	solitus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
reuertebar	reuertor	_	Sing	1	Ind|Impa|Dep	_	_	_	VER

Quadam	quidam	_	Sing	_	_	Abl	Fem	_	PROind
igitur	igitur	_	_	_	_	_	_	_	CONcoo
uice	uicis	_	Sing	_	_	Abl	_	_	NOMcom
concupiscentia	concupiscentia	_	Sing	_	_	Abl	_	_	NOMcom
inflammatus	inflammo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
oblitus	obliuiscor	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
euangelii	euangelium	_	Sing	_	_	Gen	_	_	NOMcom
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
super	super	_	_	_	_	_	_	2	PRE
me	ego	_	Sing	_	_	Acc	_	_	PROper
posueram	pono	_	Sing	1	Ind|Pqp|Act	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
lupanar	lupanar	_	Sing	_	_	Acc	_	_	NOMcom
iui	eo	_	Sing	1	Ind|Perf|Act	_	_	1	VER
statimque	statim界que	Pos	_	_	_	_	_	_	ADV
meretrix	meretrix	_	Sing	_	_	Nom	_	_	NOMcom
dixit	dico	_	Sing	3	Ind|Perf|Act	_	_	2	VER
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
Egredere	egredior	_	Sing	2	Imp|Pres|Dep	_	_	_	VER
senex	senex	_	Sing	_	_	Voc	_	1	NOMcom
egredere	egredior	_	Sing	2	Imp|Pres|Dep	_	_	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
angelus	angelus	_	Sing	_	_	Nom	_	_	NOMcom
Dei	deus	_	Sing	_	_	Gen	_	_	NOMcom
es	sum	_	Sing	2	Ind|Pres|Act	_	_	1	VER
tu	tu	_	Sing	_	_	Nom	_	_	PROper
ne	ne	_	_	_	_	_	_	4	CONsub
me	ego	_	Sing	_	_	Acc	_	_	PROper
