token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
expetiit	expeto	_	Sing	3	Ind|Perf|Act	_	_	_	VER
inferens	infero	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
minas	minae	_	Plur	_	_	Acc	_	_	NOMcom
mortis	mors	_	Sing	_	_	Gen	_	_	NOMcom

Se	sui	_	Sing	_	_	Acc	_	1	PROref
cum	cum	_	_	_	_	_	_	3	CONsub
uero	uero	_	_	_	_	_	_	4	CONcoo
Timotheum	Timotheus	_	Sing	_	_	Acc	_	_	NOMpro
huiusmodi	huiusmodi	Pos	_	_	_	_	_	_	ADV
diuitias	diuitiae	_	Plur	_	_	Acc	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
habuisse	habeo	_	_	_	Inf|Perf|Act	_	_	_	VER
comperit	comperio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
Siluestrum	Siluester	_	Sing	_	_	Acc	_	_	NOMpro
idolis	idolum	_	Plur	_	_	Dat	_	_	NOMcom
immolare	immolo	_	_	_	Inf|Pres|Act	_	_	_	VER
praecepit	praecipio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
alioquin	alioqui	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
crastinum	crastinum	_	Sing	_	_	Acc	_	_	NOMcom
diuersa	diuersus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
reciperet	recipio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
genera	genus	_	Plur	_	_	Acc	_	1	NOMcom
tormentorum	tormentum	_	Plur	_	_	Gen	_	_	NOMcom

Cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMpro

Stulte	stultus	Pos	Sing	_	_	Voc	Masc	_	ADJqua
hac	hic	_	Sing	_	_	Abl	Fem	1	PROdem
nocte	nox	_	Sing	_	_	Abl	_	_	NOMcom
morieris	morior	_	Sing	2	Ind|Fut|Dep	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
sempiterna	sempiternus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
tormenta	tormentum	_	Plur	_	_	Acc	_	_	NOMcom
recipies	recipio	_	Sing	2	Ind|Fut|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
uelis	uolo	_	Sing	2	Sub|Pres|Act	_	_	3	VER
nolis	nolo	_	Sing	2	Sub|Pres|Act	_	_	_	VER
uerum	uerus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
Deum	deus	_	Sing	_	_	Acc	_	_	NOMcom
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
quem	qui	_	Sing	_	_	Acc	Masc	1	PROrel
colimus	colo	_	Plur	1	Ind|Pres|Act	_	_	2	VER
recognosces	recognosco	_	Sing	2	Ind|Fut|Act	_	_	_	VER

Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMpro
igitur	igitur	_	_	_	_	_	_	_	CONcoo
carceri	carcer	_	Sing	_	_	Dat	_	_	NOMcom
traditur	trado	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
Tarquinius	Tarquinius	_	Sing	_	_	Nom	_	_	NOMpro
ad	ad	_	_	_	_	_	_	2	PRE
prandium	prandium	_	Sing	_	_	Acc	_	_	NOMcom
inuitatur	inuito	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

Dum	dum	_	_	_	_	_	_	2	CONsub
ergo	ergo	_	_	_	_	_	_	2	CONcoo
comederet	comedo	_	Sing	3	Sub|Impa|Act	_	_	2	VER
os	os	_	Sing	_	_	Nom	_	2	NOMcom
piscis	piscis	_	Sing	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
gutture	guttur	_	Sing	_	_	Abl	_	_	NOMcom
sic	sic	Pos	_	_	_	_	_	_	ADV
uersatur	uersor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
nulla	nullus	_	Sing	_	_	Abl	Fem	_	PROind
ratione	ratio	_	Sing	_	_	Abl	_	_	NOMcom
reicere	reicio	_	_	_	Inf|Pres|Act	_	_	_	VER
potuerit	possum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
glutire	glutio	_	_	_	Inf|Pres|Act	_	_	_	VER

Sicque	sic界que	Pos	_	_	_	_	_	_	ADV
media	medius	Pos	Sing	_	_	Abl	Fem	_	ADJqua
nocte	nox	_	Sing	_	_	Abl	_	_	NOMcom
defunctus	defungor	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
tumulum	tumulus	_	Sing	_	_	Acc	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
luctu	luctus	_	Sing	_	_	Abl	_	_	NOMcom
ducitur	duco	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMpro
cum	cum	_	_	_	_	_	_	2	PRE
gaudio	gaudium	_	Sing	_	_	Abl	_	_	NOMcom
a	ab	_	_	_	_	_	_	_	PRE
carcere	carcer	_	Sing	_	_	Abl	_	_	NOMcom
liberatur	libero	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
non	non	_	_	_	_	_	_	_	ADVneg
solum	solum	Pos	_	_	_	_	_	2	ADV
a	ab	_	_	_	_	_	_	_	PRE
Christianis	Christianus	_	Plur	_	_	Abl	_	_	NOMpro
sed	sed	_	_	_	_	_	_	_	CONcoo
etiam	etiam	Pos	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
paganis	paganus	_	Plur	_	_	Abl	_	1	NOMcom
miro	mirus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
diligebatur	diligo	_	Sing	3	Ind|Impa|Pass	_	_	3	VER
affectu	affectus	_	Sing	_	_	Abl	_	1	NOMcom

Erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
enim	enim	_	_	_	_	_	_	2	CONcoo
aspectu	aspectus	_	Sing	_	_	Abl	_	_	NOMcom
angelicus	angelicus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
sermone	sermo	_	Sing	_	_	Abl	_	_	NOMcom
nitidus	nitidus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
integer	integer	Pos	Sing	_	_	Nom	Masc	_	ADJqua
corpore	corpus	_	Sing	_	_	Abl	_	_	NOMcom
sanctus	sanctus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
opere	opus	_	Sing	_	_	Abl	_	1	NOMcom
consilio	consilium	_	Sing	_	_	Abl	_	_	NOMcom
magnus	magnus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
fide	fides	_	Sing	_	_	Abl	_	2	NOMcom
catholicus	catholicus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
spe	spes	_	Sing	_	_	Abl	_	_	NOMcom
patientissimus	patiens	Sup	Sing	_	_	Gen	MascFem	_	ADJqua
caritate	caritas	_	Sing	_	_	Abl	_	_	NOMcom
diffusus	diffundo	_	Sing	_	Par|Perf|Pass	Nom	Masc	2	VER

Morto	morior	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
igitur	igitur	_	_	_	_	_	_	_	CONcoo
Melchiade	Melchiades	_	Sing	_	_	Abl	_	_	NOMpro
episcopo	episcopus	_	Sing	_	_	Abl	_	_	NOMcom
urbis	urbs	_	Sing	_	_	Gen	_	_	NOMcom
Romae	Roma	_	Sing	_	_	Gen	_	_	NOMpro
Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMpro
ab	ab	_	_	_	_	_	_	_	PRE
omni	omnis	_	Sing	_	_	Abl	Com	_	PROind
plebe	plebs	_	Sing	_	_	Abl	_	_	NOMcom
plurimum	multum	Sup	_	_	_	_	_	2	ADV
renitens	renitor	_	Sing	_	Par|Pres|Dep	Nom	Com	_	VER
in	in	_	_	_	_	_	_	_	PRE
summum	superus	Sup	Sing	_	_	Acc	MascNeut	_	ADJqua
pontificem	pontifex	_	Sing	_	_	Acc	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
electus	eligo	_	Sing	_	Par|Perf|Pass	Nom	Masc	3	VER

Hic	hic	_	Sing	_	_	Nom	Masc	1	PROdem
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
orphanorum	orphanus	_	Plur	_	_	Gen	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
uiduarum	uidua	_	Plur	_	_	Gen	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
pauperum	pauper	Pos	Plur	_	_	Gen	Com	_	ADJqua
nomina	nomen	_	Plur	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
matricula	matricula	_	Sing	_	_	Abl	_	_	NOMcom
scripta	scribo	_	Plur	_	Par|Perf|Pass	Acc	Neut	_	VER
habebat	habeo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
omnibus	omnis	_	Plur	_	_	Dat	Com	_	PROind
necessaria	necessarius	Pos	Plur	_	_	Acc	Neut	2	ADJqua
prouidebat	prouideo	_	Sing	3	Ind|Impa|Act	_	_	_	VER

Hic	hic	_	Sing	_	_	Nom	Masc	1	PROdem
quartum	quartus	Pos	Sing	_	_	Acc	MascNeut	_	ADJord
et	et	_	_	_	_	_	_	2	CONcoo
sextum	sextus	Pos	Sing	_	_	Acc	MascNeut	_	ADJord
diem	dies	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
sabbatum	sabbatum	_	Sing	_	_	Acc	_	_	NOMcom
ieiunium	ieiunium	_	Sing	_	_	Acc	_	_	NOMcom
instituit	instituo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
obseruandum	obseruo	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
quintum	quintus	Pos	Sing	_	_	Acc	MascNeut	_	ADJord
uero	uero	_	_	_	_	_	_	4	CONcoo
quasi	quasi	_	_	_	_	_	_	1	ADVrel
dominicum	dominicus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
re	res	_	Sing	_	_	Abl	_	_	NOMcom
seruandum	seruo	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER

Graecis	Graecus	Pos	Plur	_	_	Abl	Com	_	NOMpro
uero	uero	_	_	_	_	_	_	4	CONcoo
Christianis	Christianus	_	Plur	_	_	Abl	_	_	NOMpro
dicentibus	dico	_	Plur	_	Par|Pres|Act	Abl	Com	2	VER
sabbatum	sabbatum	_	Sing	_	_	Acc	_	_	NOMcom
potius	potius	Pos	_	_	_	_	_	_	ADV
quam	quam	_	_	_	_	_	_	1	ADVrel
quintum	quintus	Pos	Sing	_	_	Acc	MascNeut	_	ADJord
diem	dies	_	Sing	_	_	Acc	_	_	NOMcom
celebrandum	celebro	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
respondit	respondeo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
debere	debeo	_	_	_	Inf|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
quia	quia	_	_	_	_	_	_	_	CONsub
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
traditionis	traditio	_	Sing	_	_	Gen	_	_	NOMcom
apostolicae	apostolicus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
quia	quia	_	_	_	_	_	_	_	CONsub
dominicae	dominicus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
debetur	debeo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
compassio	compassio	_	Sing	_	_	Nom	_	_	NOMcom
sepulturae	sepultura	_	Sing	_	_	Gen	_	_	NOMcom

Cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
illi	ille	_	Plur	_	_	Nom	Masc	_	PROdem

Unum	unus	_	Sing	_	_	Nom	Neut	_	ADJcar
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
sabbatum	sabbatum	_	Sing	_	_	Nom	_	_	NOMcom
sepulturae	sepultura	_	Sing	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
semel	semel	_	_	_	_	_	_	_	ADJadv.mul
in	in	_	_	_	_	_	_	_	PRE
anno	annus	_	Sing	_	_	Abl	_	_	NOMcom
ieiunium	ieiunium	_	Sing	_	_	Nom	_	_	NOMcom
exhibendum	exhibeo	_	Sing	_	Adj|_|Pass	Nom	Neut	_	VER

Quibus	qui	_	Plur	_	_	Abl	Com	1	PROint
Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMpro

Sicut	sicut	_	_	_	_	_	_	1	ADVrel
omnis	omnis	_	Sing	_	_	Nom	MascFem	_	PROind
dies	dies	_	Sing	_	_	Nom	_	_	NOMcom
dominicus	dominicus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
resurrectionis	resurrectio	_	Sing	_	_	Gen	_	_	NOMcom
gloria	gloria	_	Sing	_	_	Abl	_	_	NOMcom
sic	sic	Pos	_	_	_	_	_	_	ADV
omne	omnis	_	Sing	_	_	Nom	Neut	_	PROind
sabbatum	sabbatum	_	Sing	_	_	Nom	_	_	NOMcom
decoratur	decoro	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
dominica	dominicus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
sepultura	sepultura	_	Sing	_	_	Abl	_	_	NOMcom

Igitur	igitur	_	_	_	_	_	_	_	CONcoo
de	de	_	_	_	_	_	_	_	PRE
sabbato	sabbatum	_	Sing	_	_	Abl	_	_	NOMcom
acquiescunt	acquiesco	_	Plur	3	Ind|Pres|Act	_	_	_	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
de	de	_	_	_	_	_	_	_	PRE
quinta	quintus	Pos	Sing	_	_	Abl	Fem	_	ADJord
feria	feriae	_	Sing	_	_	Abl	_	_	NOMcom
uehementer	uehementer	Pos	_	_	_	_	_	_	ADV
contendunt	contendo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
asserentes	assero	_	Plur	_	Par|Pres|Act	Nom	MascFem	2	VER
non	non	_	_	_	_	_	_	_	ADVneg
debere	debeo	_	_	_	Inf|Pres|Act	_	_	_	VER
Christianorum	Christianus	_	Plur	_	_	Gen	_	_	NOMpro
solemnitatibus	sollemnitas	_	Plur	_	_	Dat	_	_	NOMcom
sociari	socio	_	_	_	Inf|Pres|Pass	_	_	_	VER

Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMcom
autem	autem	_	_	_	_	_	_	_	CONcoo
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
dignitatem	dignitas	_	Sing	_	_	Acc	_	_	NOMcom
praecipue	praecipue	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
tribus	tres	_	Plur	_	_	Abl	Com	_	NOMcom
ostendit	ostendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Quoniam	quoniam	_	_	_	_	_	_	_	CONsub
hac	hic	_	Sing	_	_	Abl	Fem	1	PROdem
die	dies	_	Sing	_	_	Abl	_	_	NOMcom
Dominus	dominus	_	Sing	_	_	Nom	_	_	NOMcom
coelum	caelum	_	Sing	_	_	Acc	_	1	NOMcom
ascendit	ascendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
corporis	corpus	_	Sing	_	_	Gen	_	_	NOMcom
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
et	et	_	_	_	_	_	_	2	CONcoo
sanguinis	sanguis	_	Sing	_	_	Gen	_	_	NOMcom
sacramentum	sacramentum	_	Sing	_	_	Acc	_	_	NOMcom
instituit	instituo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
sacrum	sacer	_	Sing	_	_	Acc	MascNeut	_	ADJqua
chrisma	chrisma	_	Sing	_	_	Acc	_	_	NOMcom
ecclesia	ecclesia	_	Sing	_	_	Nom	_	_	NOMcom
confecit	conficio	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
igitur	igitur	_	_	_	_	_	_	_	CONcoo
rationibus	ratio	_	Plur	_	_	Dat	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
acquiescunt	acquiesco	_	Plur	3	Ind|Pres|Act	_	_	_	VER

Persequente	persequor	_	Sing	_	Par|Pres|Dep	Abl	Com	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
Constantino	Constantinus	_	Sing	_	_	Abl	_	_	NOMpro
Christianos	Christianus	_	Plur	_	_	Acc	_	_	NOMpro
Siluester	Siluester	_	Sing	_	_	Nom	_	_	NOMpro
de	de	_	_	_	_	_	_	_	PRE
urbe	urbs	_	Sing	_	_	Abl	_	_	NOMcom
exiit	exeo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
quodam	quidam	_	Sing	_	_	Abl	MascNeut	_	PROind
monte	mons	_	Sing	_	_	Abl	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
suis	suus	_	Plur	_	_	Abl	Com	_	PROpos.ref
clericis	clericus	_	Plur	_	_	Abl	_	_	NOMcom
mansit	maneo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
autem	autem	_	_	_	_	_	_	_	CONcoo
Constantinus	Constantinus	_	Sing	_	_	Nom	_	_	NOMpro
merito	merito	Pos	_	_	_	_	_	2	ADV
persecutionis	persecutio	_	Sing	_	_	Gen	_	_	NOMcom
tyrannicae	tyrannicus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
incurabilem	incurabilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
cecidit	cado	_	Sing	3	Ind|Perf|Act	_	_	_	VER
plagam	plaga	_	Sing	_	_	Acc	_	3	NOMcom
leprae	lepra	_	Sing	_	_	Gen	_	_	NOMcom

Tandem	tandem	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
pontificum	pontifex	_	Plur	_	_	Gen	_	_	ADJqua
idolorum	idolum	_	Plur	_	_	Gen	_	_	NOMcom
adducta	adduco	_	Plur	_	Par|Perf|Pass	Nom	Neut	_	VER
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
tria	tres	_	Plur	_	_	Nom	Neut	_	ADJcar
milia	mille	_	Plur	_	_	Nom	Neut	_	ADJcar
puerorum	puer	_	Plur	_	_	Gen	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
occidi	occido	_	_	_	Inf|Pres|Pass	_	_	2	VER
faceret	facio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
se	sui	_	Sing	_	_	Acc	_	1	PROref
in	in	_	_	_	_	_	_	_	PRE
eorum	is	_	Plur	_	_	Gen	MascNeut	_	PROdem
sanguine	sanguis	_	Sing	_	_	Abl	_	_	NOMcom
recenti	recens	Pos	Sing	_	_	Abl	Com	1	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
calido	calidus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
balnearet	balneo	_	Sing	3	Sub|Impa|Act	_	_	_	VER

Egrediente	egredior	_	Sing	_	Par|Pres|Dep	Abl	Com	_	VER
autem	autem	_	_	_	_	_	_	_	CONcoo
eo	is	_	Sing	_	_	Abl	Masc	_	PROdem
ad	ad	_	_	_	_	_	_	1	ADV
locum	locus	_	Sing	_	_	Acc	_	_	NOMcom
ubi	ubi	_	_	_	_	_	_	3	CONsub
balneum	balneum	_	Sing	_	_	Nom	_	_	NOMcom
parari	paro	_	_	_	Inf|Pres|Pass	_	_	2	VER
debebat	debeo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
matres	mater	_	Plur	_	_	Nom	_	_	NOMcom
puerorum	puer	_	Plur	_	_	Gen	_	_	NOMcom
eidem	idem	_	Sing	_	_	Dat	Com	_	PROdem
occurrerunt	occurro	_	Plur	3	Ind|Perf|Act	_	_	_	VER
quae	qui	_	Plur	_	_	Nom	Fem	1	PROrel
resolutis	resoluo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
crinibus	crinis	_	Plur	_	_	Abl	_	_	NOMcom
miserabiliter	miserabiliter	Pos	_	_	_	_	_	_	ADV
ululabant	ululo	_	Plur	3	Ind|Impa|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
lacrimans	lacrimo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
Constantinus	Constantinus	_	Sing	_	_	Nom	_	_	NOMpro
iussit	iubeo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
stare	sto	_	_	_	Inf|Pres|Act	_	_	_	VER
currum	currus	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
erigens	erigo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
dixit	dico	_	Sing	3	Ind|Perf|Act	_	_	2	VER

Audite	audio	_	Plur	2	Imp|Pres|Act	_	_	_	VER
me	ego	_	Sing	_	_	Acc	_	_	PROper
comites	comes	_	Plur	_	_	Voc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
commilitones	commilito	_	Plur	_	_	Voc	_	1	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
omnes	omnis	_	Plur	_	_	Voc	MascFem	_	PROind
populi	populus	_	Sing	_	_	Gen	_	1	NOMcom
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
adstatis	asto	_	Plur	2	Ind|Pres|Act	_	_	_	VER

Dignitas	dignitas	_	Sing	_	_	Nom	_	_	NOMcom
Romani	Romanus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
populi	populus	_	Sing	_	_	Gen	_	1	NOMcom
de	de	_	_	_	_	_	_	_	PRE
fonte	fons	_	Sing	_	_	Abl	_	_	NOMcom
nascitur	nascor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
pietatis	pietas	_	Sing	_	_	Gen	_	_	NOMcom
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
etiam	etiam	Pos	_	_	_	_	_	_	ADV
hanc	hic	_	Sing	_	_	Acc	Fem	1	PROdem
legem	lex	_	Sing	_	_	Acc	_	_	NOMcom
dedit	do	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
capitali	capitalis	Pos	Sing	_	_	Dat	Com	_	ADJqua
sententiae	sententia	_	Sing	_	_	Dat	_	_	NOMcom
subderetur	subdo	_	Sing	3	Sub|Impa|Pass	_	_	_	VER
quicumque	quicumque	_	Sing	_	_	Nom	Masc	1	PROrel
in	in	_	_	_	_	_	_	_	PRE
bello	bellum	_	Sing	_	_	Abl	_	_	NOMcom
occidisset	occido	_	Sing	3	Sub|Pqp|Act	_	_	2	VER
infantem	infans	_	Sing	_	_	Acc	_	1	NOMcom

Quanta	quantus	_	Sing	_	_	Nom	Fem	2	PROint
ergo	ergo	_	_	_	_	_	_	2	CONcoo
erit	sum	_	Sing	3	Ind|Fut|Act	_	_	1	VER
crudelitas	crudelitas	_	Sing	_	_	Nom	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
