form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
aequum	aequus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
ista	iste	_	Plur	_	_	Acc	Neut	_	PROdem
coniectas	coniecto	_	Sing	2	Ind|Pres|Act	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
reare	reor	_	Sing	2	Ind|Pres|Dep	_	_	_	VER
mortalium	mortalis	_	Plur	_	_	Gen	Com	1	NOM
quempiam	quispiam	_	Sing	_	_	Acc	Masc	_	PROind
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
tamen	tamen	Pos	_	_	_	_	_	_	ADV
sermocinari	sermocinor	_	_	_	Inf|Pres|Dep	_	_	_	VER
latialiter	latialiter	Pos	_	_	_	_	_	_	ADV
cordi	cor	_	Sing	_	_	Dat	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
non	non	_	_	_	_	_	_	_	ADVneg
pauere	paueo	_	_	_	Inf|Pres|Act	_	_	_	VER
cum	cum	_	_	_	_	_	_	3	CONsub
in	in	_	_	_	_	_	_	_	PRE
examen	examen	_	Sing	_	_	Acc	_	_	NOM
aurium	auris	_	Plur	_	_	Gen	_	_	NOM
tuarum	tuus	_	Plur	_	_	Gen	Fem	_	PROpos
quippe	quippe	_	_	_	_	_	_	1	ADV
scriptus	scriptus	_	Sing	_	_	Nom	_	_	NOM
adducitur	adduco	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
tuarum	tuus	_	Plur	_	_	Gen	Fem	_	PROpos
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
aurium	auris	_	Plur	_	_	Gen	_	_	NOM
quarum	qui	_	Plur	_	_	Gen	Fem	1	PROrel
peritiae	peritia	_	Sing	_	_	Dat	_	_	NOM
si	si	_	_	_	_	_	_	2	CONsub
me	ego	_	Sing	_	_	Acc	_	_	PROper
decursorum	decursus	_	Plur	_	_	Gen	_	_	NOM
ad	ad	_	_	_	_	_	_	2	PRE
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
aeui	aeuum	_	Sing	_	_	Gen	_	_	NOM
temporum	tempus	_	Plur	_	_	Gen	_	1	NOM
praerogatiua	praerogatiuus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
non	non	_	_	_	_	_	_	_	ADVneg
obruat	obruo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
Frontonianae	Frontonianus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
grauitatis	grauitas	_	Sing	_	_	Gen	_	_	NOM
aut	aut	_	_	_	_	_	_	_	CONcoo
ponderis	pondus	_	Sing	_	_	Gen	_	_	NOM
Apuleiani	Appuleianus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
flumen	flumen	_	Sing	_	_	Acc	_	_	NOM
aequiparem	aequiparo	_	Sing	1	Sub|Impa|Act	_	_	_	VER
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
Uarrones	Uarro	_	Plur	_	_	Nom	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
Atacinus	Atacinus	_	Sing	_	_	Nom	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
Terentius	Terentius	_	Sing	_	_	Nom	_	_	NOM
Plinii	Plinius	_	Plur	_	_	Nom	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
auunculus	auunculus	_	Sing	_	_	Nom	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
Secundus	secundus	Pos	Sing	_	_	Nom	Masc	1	ADJqua
compositi	compositus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
praesentiarum	praesentia	_	Plur	_	_	Gen	_	2	NOM
rusticabuntur	rusticor	_	Plur	3	Ind|Fut|Pass	_	_	_	VER

adstipulatur	astipulo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
iudicio	iudicium	_	Sing	_	_	Dat	_	_	NOM
meo	meus	_	Sing	_	_	Dat	MascNeut	_	PROpos
uolumen	uolumen	_	Sing	_	_	Nom	_	_	NOM
illud	ille	_	Sing	_	_	Nom	Neut	_	PROdem
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
tute	tu	_	Sing	_	_	Nom	_	_	PROper
super	super	_	_	_	_	_	_	2	PRE
statu	status	_	Sing	_	_	Abl	_	1	NOM
animae	anima	_	Sing	_	_	Gen	_	_	NOM
rerum	res	_	Plur	_	_	Gen	_	_	NOM
uerborumque	uerbum	_	Plur	_	_	Gen	_	_	NOM
uerborumque	que	_	_	_	_	_	_	_	CONcoo
scientia	scientia	_	Sing	_	_	Abl	_	_	NOM
diuitissimus	diues	Sup	Sing	_	_	Nom	Masc	_	ADJqua
propalauisti	propalo	_	Sing	2	Ind|Perf|Act	_	_	_	VER

in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
dum	dum	_	_	_	_	_	_	2	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
meum	meus	_	Sing	_	_	Acc	MascNeut	_	PROpos
nomen	nomen	_	Sing	_	_	Acc	_	_	NOM
prooemiaris	prooemior	_	Sing	2	Sub|Pres|Dep	_	_	_	VER
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
munus	munus	_	Sing	_	_	Acc	_	_	NOM
potissimum	potius	Sup	_	_	_	_	_	_	ADV
cepi	capio	_	Sing	1	Ind|Perf|Act	_	_	2	VER
ut	ut	_	_	_	_	_	_	4	CONsub
meae	meus	_	Sing	_	_	Gen	Fem	_	PROpos
fama	fama	_	Sing	_	_	Nom	_	_	NOM
personae	persona	_	Sing	_	_	Gen	_	_	NOM
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
operae	opera	_	Sing	_	_	Gen	_	_	NOM
pretium	pretium	_	Sing	_	_	Nom	_	_	NOM
non	non	_	_	_	_	_	_	_	ADVneg
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
librorum	liber	_	Plur	_	_	Gen	_	1	NOM
suorum	suus	_	Plur	_	_	Gen	MascNeut	_	PROpos.ref
titulis	titulus	_	Plur	_	_	Abl	_	_	NOM
inclarescere	inclaresco	_	_	_	Inf|Pres|Act	_	_	_	VER
tuorum	tui	_	Plur	_	_	Gen	MascNeut	_	PROpos
beneficio	beneficium	_	Sing	_	_	Abl	_	_	NOM
perpetuaretur	perpetuo	_	Sing	3	Sub|Impa|Pass	_	_	1	VER

at	at	_	_	_	_	_	_	2	CONcoo
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
deus	deus	_	Sing	_	_	Voc	_	_	NOM
magne	magnus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
quantumque	quantus界que	_	Sing	_	_	Nom	Neut	1	PROrel
opus	opus	_	Sing	_	_	Nom	_	1	NOM
illud	ille	_	Sing	_	_	Nom	Neut	_	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
materia	materia	_	Sing	_	_	Abl	_	_	NOM
clausum	claudo	_	Sing	_	Par|Perf|Pass	Nom	Neut	1	VER
declamatione	declamatio	_	Sing	_	_	Abl	_	_	NOM
conspicuum	conspicuus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
propositione	propositio	_	Sing	_	_	Abl	_	_	NOM
obstructum	obstruo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
disputatione	disputatio	_	Sing	_	_	Abl	_	_	NOM
reseratum	resero	_	Sing	_	Par|Perf|Pass	Nom	Neut	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
quamquam	quamquam	_	_	_	_	_	_	2	CONsub
propter	propter	_	_	_	_	_	_	2	PRE
hamata	hamatus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
syllogismorum	syllogismus	_	Plur	_	_	Gen	_	_	NOM
puncta	punctum	_	Plur	_	_	Acc	_	_	NOM
tribulosum	tribulosus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
uernantis	uerno	_	Sing	_	Par|Pres|Act	Gen	Com	1	VER
tamen	tamen	Pos	_	_	_	_	_	_	ADV
eloquii	eloquium	_	Sing	_	_	Gen	_	_	NOM
flore	flos	_	Sing	_	_	Abl	_	_	NOM
mollitum	mollio	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER

noua	nouus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
ibi	ibi	Pos	_	_	_	_	_	_	ADV
uerba	uerbum	_	Plur	_	_	Nom	_	_	NOM
quia	quia	_	_	_	_	_	_	_	CONsub
uetusta	uetustus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
quibusque	quisque	_	Plur	_	_	Abl	Com	2	PROind
conlatus	confero	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
merito	merito	Pos	_	_	_	_	_	2	ADV
etiam	etiam	Pos	_	_	_	_	_	_	ADV
antiquarum	antiquus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
litterarum	littera	_	Plur	_	_	Gen	_	_	NOM
stilus	stilus	_	Sing	_	_	Nom	_	_	NOM
antiquaretur	antiquo	_	Sing	3	Sub|Impa|Pass	_	_	_	VER
quodque	qui界que	_	Sing	_	_	Nom	Neut	1	PROrel
pretiosius	pretiosus	Comp	Sing	_	_	Nom	Neut	_	ADJqua
tota	totus	_	Sing	_	_	Nom	Fem	_	PROind
illa	ille	_	Sing	_	_	Nom	Fem	_	PROdem
dictio	dictio	_	Sing	_	_	Nom	_	_	NOM
sic	sic	Pos	_	_	_	_	_	_	ADV
caesuratim	caesuratim	Pos	_	_	_	_	_	_	ADV
succincta	succingo	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
profluens	profluens	Pos	Sing	_	_	Nom	Com	_	ADJqua
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
rebus	res	_	Plur	_	_	Abl	_	_	NOM
amplam	amplus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
strictamque	strictus界que	Pos	Sing	_	_	Acc	Fem	_	ADJqua
sententiis	sententia	_	Plur	_	_	Abl	_	_	NOM
sentias	sentio	_	Sing	2	Sub|Pres|Act	_	_	_	VER
plus	multum	_	_	_	_	_	_	2	ADV
docere	doceo	_	_	_	Inf|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
dicere	dico	_	_	_	Inf|Pres|Act	_	_	2	VER

denique	denique	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
quondam	quondam	Pos	_	_	_	_	_	_	ADV
nec	nec	_	_	_	_	_	_	2	CONcoo
iniuria	iniuria	_	Sing	_	_	Abl	_	_	NOM
haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
principalis	principalis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
facundia	facundia	_	Sing	_	_	Nom	_	_	NOM
computabatur	computo	_	Sing	3	Ind|Impa|Pass	_	_	_	VER
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
paucis	pauci	Pos	Plur	_	_	Abl	Com	_	ADJqua
multa	multus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
cohibenti	cohibeo	_	Sing	_	Par|Pres|Act	Dat	Com	_	VER
curae	cura	_	Sing	_	_	Dat	_	_	NOM
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
causam	causa	_	Sing	_	_	Acc	_	_	NOM
potius	potius	Comp	_	_	_	_	_	_	ADV
implere	impleo	_	_	_	Inf|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
paginam	pagina	_	Sing	_	_	Acc	_	_	NOM

at	at	_	_	_	_	_	_	2	CONcoo
uero	uero	Pos	_	_	_	_	_	3	ADV
in	in	_	_	_	_	_	_	_	PRE
libris	liber	_	Plur	_	_	Abl	_	1	NOM
tuis	tuus	_	Plur	_	_	Abl	Com	_	PROpos
iam	iam	Pos	_	_	_	_	_	_	ADV
illud	ille	_	Sing	_	_	Nom	Neut	_	PROdem
quale	qualis	_	Sing	_	_	Nom	Neut	1	PROrel
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
et	et	_	_	_	_	_	_	1	ADV
teneritudinem	teneritudo	_	Sing	_	_	Acc	_	_	NOM
quamquam	quamquam	_	_	_	_	_	_	2	CONsub
continuata	continuo	_	Sing	_	Par|Perf|Pass	Nom	Fem	1	VER
maturitas	maturitas	_	Sing	_	_	Nom	_	_	NOM
admittit	admitto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
interseritque	intersero界que	_	Sing	3	Ind|Pres|Act	_	_	2	VER
tempestiuam	tempestiuus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
censura	censura	_	Sing	_	_	Nom	_	_	NOM
dulcedinem	dulcedo	_	Sing	_	_	Acc	_	_	NOM
ut	ut	_	_	_	_	_	_	1	ADVrel
lectoris	lector	_	Sing	_	_	Gen	_	_	NOM
intentionem	intentio	_	Sing	_	_	Acc	_	_	NOM
per	per	_	_	_	_	_	_	_	PRE
euentilata	euentilo	_	Plur	_	Par|Perf|Pass	Acc	Neut	_	VER
disciplinarum	disciplina	_	Plur	_	_	Gen	_	_	NOM
philosophiae	philosophia	_	Sing	_	_	Gen	_	_	NOM
membra	membrum	_	Plur	_	_	Acc	_	_	NOM
lassatam	lasso	_	Sing	_	Par|Perf|Pass	Acc	Fem	_	VER
repente	repente	Pos	_	_	_	_	_	_	ADV
uoluptuosis	uoluptuosus	Pos	Plur	_	_	Abl	Com	_	ADJqua
excessibus	excessus	_	Plur	_	_	Abl	_	_	NOM
quasi	quasi	_	_	_	_	_	_	1	ADVrel
quibusdam	quidam	_	Plur	_	_	Abl	Com	_	PROind
pelagi	pelagus	_	Sing	_	_	Gen	_	_	NOM
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
portibus	portus	_	Plur	_	_	Abl	_	_	NOM
foueat	foueo	_	Sing	3	Sub|Pres|Act	_	_	_	VER

o	o	_	_	_	_	_	_	_	INJ
liber	liber	_	Sing	_	_	Voc	_	1	NOM
multifariam	multifariam	_	_	_	_	_	_	_	ADV
pollens	pollens	Pos	Sing	_	_	Voc	Com	_	ADJqua
o	o	_	_	_	_	_	_	_	INJ
eloquium	eloquium	_	Sing	_	_	Voc	_	_	NOM
non	non	_	_	_	_	_	_	_	ADVneg
exilis	exilis	Pos	Sing	_	_	Gen	Com	_	ADJqua
sed	sed	_	_	_	_	_	_	_	CONcoo
subtilis	subtilis	Pos	Sing	_	_	Gen	Com	_	ADJqua
ingenii	ingenium	_	Sing	_	_	Gen	_	_	NOM
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
nec	nec	_	_	_	_	_	_	2	CONcoo
per	per	_	_	_	_	_	_	_	PRE
scaturrigines	scaturigo	_	Plur	_	_	Acc	_	_	NOM
hyperbolicas	hyperbolicus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
intumescit	intumesco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
per	per	_	_	_	_	_	_	_	PRE
tapinomata	tapinoma	_	Plur	_	_	Acc	_	_	NOM
depressa	depressus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
tenuatur	tenuo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

ad	ad	_	_	_	_	_	_	2	PRE
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
unica	unicus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
singularisque	singularis界que	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
doctrina	doctrina	_	Sing	_	_	Nom	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
diuersarum	diuersus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
rerum	res	_	Plur	_	_	Gen	_	_	NOM
assertione	assertio	_	Sing	_	_	Abl	_	_	NOM
monstrabilis	monstrabilis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
moris	mos	_	Sing	_	_	Gen	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
de	de	_	_	_	_	_	_	_	PRE
singulis	singulus	_	Plur	_	_	Abl	Com	_	ADJdis
artibus	ars	_	Plur	_	_	Abl	_	_	NOM
cum	cum	_	_	_	_	_	_	2	PRE
singulis	singulus	_	Plur	_	_	Abl	Com	_	ADJdis
artificibus	artifex	_	Plur	_	_	Abl	_	_	NOM
philosophari	philosophor	_	_	_	Inf|Pres|Dep	_	_	_	VER
quaeque	qui界que	_	Sing	_	_	Nom	Fem	1	PROrel
si	si	_	_	_	_	_	_	2	CONsub
fors	fors	_	Sing	_	_	Nom	_	1	NOM
exigit	exigo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
tenere	teneo	_	_	_	Inf|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
abnuit	abnuo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
cum	cum	_	_	_	_	_	_	2	PRE
Orpheo	Orpheus	_	Sing	_	_	Abl	_	_	NOM
plectrum	plectrum	_	Sing	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	2	PRE
Aesculapio	Aesculapius	_	Sing	_	_	Abl	_	_	NOM
baculum	baculum	_	Sing	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	2	PRE
Archimede	Archimedes	_	Sing	_	_	Abl	_	_	NOM
radium	radius	_	Sing	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	3	CONsub
Euphrate	Euphrates	_	Sing	_	_	Abl	_	_	NOM
horoscopium	horoscopium	_	Sing	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	3	CONsub
Perdice	Perdix	_	Sing	_	_	Abl	_	_	NOM
circinum	circinus	_	Sing	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	2	PRE
Uitruuio	Uitruuius	_	Sing	_	_	Abl	_	_	NOM
perpendiculum	perpendiculum	_	Sing	_	_	Acc	_	_	NOM
quaeque	qui界que	_	Sing	_	_	Nom	Fem	1	PROrel
numquam	numquam	_	_	_	_	_	_	_	ADVneg
inuestigare	inuestigo	_	_	_	Inf|Pres|Act	_	_	_	VER
destiterit	desisto	_	Sing	3	Sub|Perf|Act	_	_	_	VER
cum	cum	_	_	_	_	_	_	2	PRE
Thalete	Thales	_	Sing	_	_	Abl	_	_	NOM
tempora	tempus	_	Plur	_	_	Acc	_	1	NOM
cum	cum	_	_	_	_	_	_	2	PRE
Atlante	Atlas	_	Sing	_	_	Abl	_	_	NOM
sidera	sidus	_	Plur	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	2	PRE
Zeto	Zetes	_	Sing	_	_	Abl	_	_	NOM
pondera	pondus	_	Plur	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	2	PRE
Chrysippo	Chrysippus	_	Sing	_	_	Abl	_	_	NOM
numeros	numerus	_	Plur	_	_	Acc	_	_	NOM
cum	cum	_	_	_	_	_	_	3	CONsub
Euclide	Euclides	_	Sing	_	_	Abl	_	_	NOM
mensuras	mensura	_	Plur	_	_	Acc	_	_	NOM

ad	ad	_	_	_	_	_	_	2	PRE
extremum	exter	Sup	Sing	_	_	Acc	MascNeut	_	ADJqua
nemo	nemo	_	Sing	_	_	Nom	_	_	PROind
saeculo	saeculum	_	Sing	_	_	Abl	_	_	NOM
meo	meus	_	Sing	_	_	Abl	MascNeut	_	PROpos
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
uoluit	uolo	_	Sing	3	Ind|Perf|Act	_	_	3	VER
affirmare	affirmo	_	_	_	Inf|Pres|Act	_	_	_	VER
sic	sic	Pos	_	_	_	_	_	_	ADV
ualuit	ualeo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

siquidem	siquidem	_	_	_	_	_	_	_	CONsub
dum	dum	_	_	_	_	_	_	2	CONsub
sese	sui	_	Sing	_	_	Acc	_	1	PROref
aduersus	aduersus	_	_	_	_	_	_	3	PRE
eum	is	_	Sing	_	_	Acc	Masc	_	PROdem
quem	qui	_	Sing	_	_	Acc	Masc	1	PROrel
contra	contra	Pos	_	_	_	_	_	1	ADV
loquitur	loquor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
exertat	exserto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
morum	mos	_	Plur	_	_	Gen	_	_	NOM
ac	ac	_	_	_	_	_	_	1	CONcoo
studiorum	studium	_	Plur	_	_	Gen	_	_	NOM
linguae	lingua	_	Sing	_	_	Gen	_	_	NOM
utriusque	uterque	_	Sing	_	_	Gen	Com	_	PROind
symbolam	symbola	_	Sing	_	_	Acc	_	_	NOM
iure	iure	_	_	_	_	_	_	_	ADV
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
uindicat	uindico	_	Sing	3	Ind|Pres|Act	_	_	_	VER

sentit	sentio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Pythagoras	Pythagoras	_	Sing	_	_	Nom	_	_	NOM
diuidit	diuido	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Socrates	Socrates	_	Sing	_	_	Nom	_	_	NOM
explicat	explico	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Platon	Platon	_	Sing	_	_	Nom	_	_	NOM
implicat	implico	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Aristoteles	Aristoteles	_	Sing	_	_	Nom	_	_	NOM
ut	ut	_	_	_	_	_	_	1	ADVrel
Aeschines	Aeschines	_	Plur	_	_	Nom	_	_	NOM
blanditur	blandior	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
Demosthenes	Demosthenes	_	Sing	_	_	Nom	_	_	NOM
irascitur	irascor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
uernat	uerno	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
Hortensius	Hortensius	_	Sing	_	_	Nom	_	_	NOM
aestuat	aestuo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Cethegus	Cethegus	_	Sing	_	_	Nom	_	_	NOM
incitat	incito	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Curio	Curio	_	Sing	_	_	Nom	_	_	NOM
moratur	moror	_	Sing	3	Ind|Pres|Dep	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
Fabius	Fabius	_	Sing	_	_	Nom	_	_	NOM
simulat	simulo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Crassus	Crassus	_	Sing	_	_	Nom	_	_	NOM
dissimulat	dissimulo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Caesar	Caesar	_	Sing	_	_	Nom	_	_	VER
suadet	suadeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Cato	Cato	_	Sing	_	_	Nom	_	_	NOM
dissuadet	dissuadeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Appius	Appius	_	Sing	_	_	Nom	_	_	NOM
persuadet	persuadeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Tullius	Tullius	_	Sing	_	_	Nom	_	_	NOM

iam	iam	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
sacrosanctos	sacrosanctus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
patres	pater	_	Plur	_	_	Acc	_	_	NOM
pro	pro	_	_	_	_	_	_	1	PRE
comparatione	comparatio	_	Sing	_	_	Abl	_	1	NOM
ueniatur	uenio	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
instruit	instruo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Hieronymus	Hieronymus	_	Sing	_	_	Nom	_	_	NOM
destruit	destruo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Lactantius	Lactantius	_	Sing	_	_	Nom	_	_	NOM
adstruit	astruo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Augustinus	Augustinus	_	Sing	_	_	Nom	_	_	NOM
attollitur	attollo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Hilarius	Hilarius	_	Sing	_	_	Nom	_	_	NOM
summittitur	submitto	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
