form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
nosmet	nos	_	Plur	_	_	Acc	_	_	PROper
cum	cum	_	_	_	_	_	_	2	PRE
profanis	profanus	Pos	Plur	_	_	Abl	Com	_	ADJqua
gentibus	gens	_	Plur	_	_	Abl	_	_	NOM
suasit	suadeo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
suumque	suus界que	_	Sing	_	_	Acc	MascNeut	_	PROpos.ref
suasor	suasor	_	Sing	_	_	Nom	_	_	NOM
exemplum	exemplum	_	Sing	_	_	Acc	_	_	NOM
dedit	do	_	Sing	3	Ind|Perf|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
ante	ante	_	_	_	_	_	_	1	ADV
prolem	proles	_	Sing	_	_	Acc	_	_	NOM
coniugalem	coniugalis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
gignere	gigno	_	_	_	Inf|Pres|Act	_	_	_	VER
Deo	deus	_	Sing	_	_	Dat	_	_	NOM
placentem	placeo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
matre	mater	_	Sing	_	_	Abl	_	_	NOM
uirtute	uirtus	_	Sing	_	_	Abl	_	_	NOM
editam	edo	_	Sing	_	Par|Perf|Pass	Acc	Fem	1	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
strage	strages	_	Sing	_	_	Abl	_	_	NOM
multa	multus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
bellicosus	bellicosus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
spiritus	spiritus	_	Sing	_	_	Nom	_	_	NOM
portenta	portentum	_	Plur	_	_	Acc	_	_	NOM
cordis	cor	_	Sing	_	_	Gen	_	_	NOM
seruientis	seruio	_	Sing	_	Par|Pres|Act	Gen	Com	_	VER
uicerit	uinco	_	Sing	3	Sub|Perf|Act	_	_	_	VER

uictum	uinco	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
feroces	ferox	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
forte	forte	Pos	_	_	_	_	_	_	ADV
reges	rex	_	Plur	_	_	Nom	_	_	NOM
ceperant	capio	_	Plur	3	Ind|Pqp|Act	_	_	2	VER
Loth	Lot	_	_	_	_	Ind	_	_	NOM
inmorantem	immoror	_	Sing	_	Par|Pres|Dep	Acc	MascFem	1	VER
criminosis	criminosus	Pos	Plur	_	_	Abl	Com	_	ADJqua
urbibus	urbs	_	Plur	_	_	Abl	_	_	NOM
Sodomae	Sodoma	_	Sing	_	_	Dat	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
Gomorrae	Gomorrha	_	Sing	_	_	Dat	_	_	NOM
quas	qui	_	Plur	_	_	Acc	Fem	1	PROrel
fouebat	foueo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
aduena	aduena	_	Sing	_	_	Nom	_	_	NOM
pollens	pollens	Pos	Sing	_	_	Nom	Com	_	ADJqua
honore	honor	_	Sing	_	_	Abl	_	_	NOM
patruelis	patruelis	_	Sing	_	_	Gen	_	2	NOM
gloriae	gloria	_	Sing	_	_	Gen	_	_	NOM

Abram	Abram	_	_	_	_	Ind	_	_	NOM
sinistris	sinister	Pos	Plur	_	_	Abl	Com	_	ADJqua
excitatus	excito	_	Sing	_	Par|Perf|Pass	Nom	Masc	1	VER
nuntiis	nuntius	_	Plur	_	_	Abl	_	1	NOM
audit	audio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
propinquum	propinquus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
sorte	sors	_	Sing	_	_	Abl	_	_	NOM
captum	capio	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	2	VER
bellica	bellicus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
seruire	seruio	_	_	_	Inf|Pres|Act	_	_	_	VER
duris	durus	Pos	Plur	_	_	Abl	Com	_	ADJqua
barbarorum	barbarus	_	Plur	_	_	Gen	_	1	NOM
uinculis	uinculum	_	Plur	_	_	Abl	_	_	NOM
armat	armo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
trecentos	trecenti	_	Plur	_	_	Acc	Masc	_	ADJcar
terque	ter界que	_	_	_	_	_	_	_	ADJadv.mul
senos	senus	_	Plur	_	_	Acc	Masc	_	ADJdis
uernulas	uernula	_	Plur	_	_	Acc	_	_	NOM
pergant	pergo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
hostis	hostis	_	Sing	_	_	Gen	_	_	NOM
terga	tergum	_	Plur	_	_	Acc	_	_	NOM
euntis	eo	_	Sing	_	Par|Pres|Act	Gen	Com	1	VER
caedere	caedo	_	_	_	Inf|Pres|Act	_	_	_	VER
quem	qui	_	Sing	_	_	Acc	Masc	1	PROrel
gaza	gaza	_	Sing	_	_	Nom	_	_	NOM
diues	diues	Pos	Sing	_	_	Nom	Com	_	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
triumphus	triumphus	_	Sing	_	_	Nom	_	_	NOM
nobilis	nobilis	Pos	Sing	_	_	Nom	MascFem	2	ADJqua
captis	capio	_	Plur	_	Par|Perf|Pass	Abl	Com	2	VER
tenebant	teneo	_	Plur	3	Ind|Impa|Act	_	_	_	VER
inpeditum	impeditus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
copiis	copia	_	Plur	_	_	Abl	_	_	NOM

quin	quin	Pos	_	_	_	_	_	1	ADV
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
ferrum	ferrum	_	Sing	_	_	Acc	_	_	NOM
stringit	stringo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
plenus	plenus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
Deo	deus	_	Sing	_	_	Abl	_	_	NOM
reges	rex	_	Plur	_	_	Acc	_	_	NOM
superbos	superbus	Pos	Plur	_	_	Acc	Masc	2	ADJqua
mole	moles	_	Sing	_	_	Abl	_	_	NOM
praedarum	praeda	_	Plur	_	_	Gen	_	_	NOM
graues	grauis	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
pellit	pello	_	Sing	3	Ind|Pres|Act	_	_	_	VER
fugatos	fugo	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
sauciatos	saucio	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
proterit	protero	_	Sing	3	Ind|Pres|Act	_	_	_	VER
frangit	frango	_	Sing	3	Ind|Pres|Act	_	_	_	VER
catenas	catena	_	Plur	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
rapinam	rapina	_	Sing	_	_	Acc	_	1	NOM
liberat	libero	_	Sing	3	Ind|Pres|Act	_	_	_	VER
aurum	aurum	_	Sing	_	_	Acc	_	_	NOM
puellas	puella	_	Plur	_	_	Acc	_	_	NOM
paruulos	paruulus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
monilia	monile	_	Plur	_	_	Acc	_	_	NOM
greges	grex	_	Plur	_	_	Acc	_	_	NOM
equarum	equa	_	Plur	_	_	Gen	_	_	NOM
uasa	uas	_	Plur	_	_	Acc	_	2	NOM
uestem	uestis	_	Sing	_	_	Acc	_	_	NOM
buculas	bucula	_	Plur	_	_	Acc	_	_	NOM

Loth	Lot	_	_	_	_	Ind	_	_	NOM
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
ruptis	rumpo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
expeditus	expeditus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
nexibus	nexus	_	Plur	_	_	Abl	_	_	NOM
attrita	attero	_	Plur	_	Par|Perf|Pass	Acc	Neut	_	VER
bacis	bacca	_	Plur	_	_	Abl	_	_	NOM
colla	collum	_	Plur	_	_	Acc	_	_	NOM
liber	liber	Pos	Sing	_	_	Nom	Com	2	ADJqua
erigit	erigo	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Abram	Abram	_	_	_	_	Ind	_	_	NOM
triumphi	triumphus	_	Sing	_	_	Gen	_	_	NOM
dissipator	dissipator	_	Sing	_	_	Nom	_	_	NOM
hostici	hosticus	Pos	Sing	_	_	Gen	Com	_	ADJqua
redit	redeo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
recepta	recipio	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
prole	proles	_	Sing	_	_	Abl	_	_	NOM
fratris	frater	_	Sing	_	_	Gen	_	_	NOM
inclytus	inclytus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
ne	ne	_	_	_	_	_	_	4	CONsub
quam	quis	_	Sing	_	_	Acc	Fem	2	PROind
fidelis	fidelis	Pos	Sing	_	_	Gen	Com	2	ADJqua
sanguinis	sanguis	_	Sing	_	_	Gen	_	_	NOM
prosapiam	prosapia	_	Sing	_	_	Acc	_	_	NOM
uis	uis	_	Sing	_	_	Nom	_	_	NOM
pessimorum	malus	Sup	Plur	_	_	Gen	MascNeut	3	ADJqua
possideret	possideo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
principum	princeps	_	Plur	_	_	Gen	_	1	NOM

adhuc	adhuc	Pos	_	_	_	_	_	_	ADV
recentem	recens	Pos	Sing	_	_	Acc	MascFem	1	ADJqua
caede	caedes	_	Sing	_	_	Abl	_	_	NOM
de	de	_	_	_	_	_	_	_	PRE
tanta	tantus	_	Sing	_	_	Abl	Fem	_	PROdem
uirum	uir	_	Sing	_	_	Acc	_	_	NOM
donat	dono	_	Sing	3	Ind|Pres|Act	_	_	_	VER
sacerdos	sacerdos	_	Sing	_	_	Nom	_	_	NOM
ferculis	ferculum	_	Plur	_	_	Abl	_	_	NOM
caelestibus	caelestis	Pos	Plur	_	_	Abl	Com	_	ADJqua
Dei	deus	_	Sing	_	_	Gen	_	_	NOM
sacerdos	sacerdos	_	Sing	_	_	Nom	_	_	NOM
rex	rex	_	Sing	_	_	Nom	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
idem	idem	_	Sing	_	_	Nom	MascNeut	_	PROdem
praepotens	praepotens	Pos	Sing	_	_	Nom	Com	_	ADJqua
origo	origo	_	Sing	_	_	Nom	_	_	NOM
cuius	qui	_	Sing	_	_	Gen	Com	1	PROrel
fonte	fons	_	Sing	_	_	Abl	_	_	NOM
inenarrabili	inenarrabilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
secreta	secretus	_	Sing	_	_	Nom	Fem	_	ADJqua
nullum	nullus	_	Sing	_	_	Acc	MascNeut	_	PROind
prodit	prodeo	_	Sing	3	Ind|Pres|Act	_	_	1	VER
auctorem	auctor	_	Sing	_	_	Acc	_	_	NOM
sui	sui	_	Sing	_	_	Gen	_	2	PROpos.ref
Melchisedech	Melchisedech	_	_	_	_	Ind	_	_	NOM
qua	quis	_	Sing	_	_	Abl	Fem	1	PROint
stirpe	stirps	_	Sing	_	_	Abl	_	_	NOM
quis	quis	_	Plur	_	_	Abl	Com	1	PROint
maioribus	maiores	_	Plur	_	_	Abl	_	_	NOM
ignotus	ignotus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
uni	unus	_	Sing	_	_	Dat	_	_	ADJcar
cognitus	cognosco	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
tantum	tantum	Pos	_	_	_	_	_	2	ADV
Deo	deus	_	Sing	_	_	Dat	_	_	NOM

mox	mox	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
triformis	triformis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
angelorum	angelus	_	Plur	_	_	Gen	_	_	NOM
trinitas	trinitas	_	Sing	_	_	Nom	_	_	NOM
senis	senex	_	Sing	_	_	Gen	Com	2	ADJqua
reuisit	reuiso	_	Sing	3	Ind|Pres|Act	_	_	_	VER
hospitis	hospes	_	Sing	_	_	Gen	_	_	NOM
mapalia	mapalia	_	Plur	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
iam	iam	Pos	_	_	_	_	_	_	ADV
uietam	uietus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
Sarra	Sara	_	_	_	_	Ind	_	_	NOM
in	in	_	_	_	_	_	_	_	PRE
aluum	aluus	_	Sing	_	_	Acc	_	_	NOM
fertilis	fertilis	Pos	Sing	_	_	Gen	Com	_	ADJqua
munus	munus	_	Sing	_	_	Acc	_	_	NOM
iuuentae	iuuenta	_	Sing	_	_	Gen	_	_	NOM
mater	mater	_	Sing	_	_	Nom	_	_	NOM
exsanguis	exsanguis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
stupet	stupeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
herede	heres	_	Sing	_	_	Abl	_	_	NOM
gaudens	gaudeo	_	Sing	_	Par|Pres|SemDep	Nom	Com	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
cachinni	cachinnus	_	Sing	_	_	Gen	_	_	NOM
paenitens	paeniteo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER

haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
figuram	figura	_	Sing	_	_	Acc	_	_	NOM
praenotata	praenoto	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
linea	linea	_	Sing	_	_	Nom	_	_	NOM
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
nostra	noster	_	Sing	_	_	Nom	Fem	_	PROpos
recto	rectus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
uita	uita	_	Sing	_	_	Nom	_	_	NOM
resculpat	resculpo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
pede	pes	_	Sing	_	_	Abl	_	_	NOM
uigilandum	uigilo	_	Sing	_	Ger|_|Act	Acc	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
armis	arma	_	Plur	_	_	Abl	_	_	NOM
pectorum	pectus	_	Plur	_	_	Gen	_	_	NOM
fidelium	fidelis	Pos	Plur	_	_	Gen	Com	2	ADJqua
omnemque	omnis界que	_	Sing	_	_	Acc	MascFem	_	PROind
nostri	noster	_	Sing	_	_	Gen	MascNeut	_	PROper
portionem	portio	_	Sing	_	_	Acc	_	_	NOM
corporis	corpus	_	Sing	_	_	Gen	_	_	NOM
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
capta	capio	_	Sing	_	Par|Perf|Pass	Nom	Fem	2	VER
foedae	foedus	Pos	Sing	_	_	Dat	Fem	2	ADJqua
seruiat	seruio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
libidini	libido	_	Sing	_	_	Dat	_	_	NOM
domi	domus	_	Sing	_	_	Loc	_	_	NOM
coactis	cogo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
liberandam	libero	_	Sing	_	Adj|_|Pass	Acc	Fem	_	VER
uiribus	uis	_	Plur	_	_	Abl	_	_	NOM
nos	nos	_	Plur	_	_	Acc	_	_	PROper
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
large	large	Pos	_	_	_	_	_	_	ADV
uernularum	uernula	_	Plur	_	_	Gen	_	_	NOM
diuites	diues	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
si	si	_	_	_	_	_	_	2	CONsub
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
trecenti	trecenti	_	Plur	_	_	Nom	_	_	ADJcar
bis	bis	_	_	_	_	_	_	_	ADJadv.mul
nouenis	nouenus	_	Plur	_	_	Abl	_	_	ADJdis
additis	addo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
possint	possum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
figura	figura	_	Sing	_	_	Abl	_	_	NOM
nouerimus	nosco	_	Plur	1	Sub|Perf|Act	_	_	_	VER
mystica	mysticus	Pos	Sing	_	_	Nom	Fem	_	ADJqua

mox	mox	Pos	_	_	_	_	_	_	ADV
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
Christus	Christus	_	Sing	_	_	Nom	_	_	NOM
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
sacerdos	sacerdos	_	Sing	_	_	Nom	_	_	NOM
uerus	uerus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
parente	parens	_	Sing	_	_	Abl	_	1	NOM
inenarrabili	inenarrabilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
uno	unus	_	Sing	_	_	Abl	MascNeut	_	ADJcar
satus	sero	_	Sing	_	Par|Perf|Pass	Nom	Masc	3	VER
cibum	cibus	_	Sing	_	_	Acc	_	_	NOM
beatis	beatus	Pos	Plur	_	_	Dat	Com	_	ADJqua
offerens	offero	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
uictoribus	uictor	_	Plur	_	_	Dat	_	_	NOM
paruam	paruus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
pudici	pudicus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
cordis	cor	_	Sing	_	_	Gen	_	_	NOM
intrabit	intro	_	Sing	3	Ind|Fut|Act	_	_	1	VER
casam	casa	_	Sing	_	_	Acc	_	_	NOM
monstrans	monstro	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
honorem	honor	_	Sing	_	_	Acc	_	_	NOM
Trinitatis	trinitas	_	Sing	_	_	Gen	_	_	NOM
hospitae	hospita	_	Sing	_	_	Gen	_	_	NOM

animam	anima	_	Sing	_	_	Acc	_	_	NOM
deinde	deinde	Pos	_	_	_	_	_	_	ADV
Spiritus	spiritus	_	Sing	_	_	Gen	_	_	NOM
conplexibus	complexus	_	Plur	_	_	Abl	_	_	NOM
pie	pie	Pos	_	_	_	_	_	_	ADV
maritam	maritus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
prolis	proles	_	Sing	_	_	Gen	_	_	NOM
expertem	expers	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
diu	diu	Pos	_	_	_	_	_	_	ADV
faciet	facio	_	Sing	3	Ind|Fut|Act	_	_	_	VER
perenni	perennis	Pos	Sing	_	_	Abl	Com	_	ADJqua
fertilem	fertilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
de	de	_	_	_	_	_	_	_	PRE
semine	semen	_	Sing	_	_	Abl	_	1	NOM
tunc	tunc	Pos	_	_	_	_	_	_	ADV
sera	serus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
dotem	dos	_	Sing	_	_	Acc	_	_	NOM
possidens	possideo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
puerpera	puerpera	_	Sing	_	_	Nom	_	_	NOM
herede	heres	_	Sing	_	_	Abl	_	_	NOM
digno	dignus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
Patris	pater	_	Sing	_	_	Gen	_	_	NOM
inplebit	impleo	_	Sing	3	Ind|Fut|Act	_	_	_	VER
domum	domus	_	Sing	_	_	Acc	_	_	NOM

Christe	Christus	_	Sing	_	_	Voc	_	_	NOM
graues	grauis	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
hominum	homo	_	Plur	_	_	Gen	_	_	NOM
semper	semper	Pos	_	_	_	_	_	_	ADV
miserate	miseror	_	Sing	_	Par|Perf|Dep	Voc	Masc	_	VER
labores	labor	_	Plur	_	_	Acc	_	1	NOM
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
patria	patrius	_	Sing	_	_	Abl	Fem	_	ADJqua
uirtute	uirtus	_	Sing	_	_	Abl	_	_	NOM
cluis	cluis	_	Sing	_	_	Nom	_	_	ADJqua
propriaque	proprius界que	Pos	Sing	_	_	Abl	Fem	_	ADJqua
Sed	sed	_	_	_	_	_	_	_	CONcoo
una	unus	_	Sing	_	_	Abl	Fem	_	ADJcar

unum	unus	_	Sing	_	_	Acc	MascNeut	_	ADJcar
namque	namque	_	_	_	_	_	_	_	CONcoo
Deum	deus	_	Sing	_	_	Acc	_	_	NOM
colimus	colo	_	Plur	1	Ind|Pres|Act	_	_	2	VER
de	de	_	_	_	_	_	_	_	PRE
nomine	nomen	_	Sing	_	_	Abl	_	_	NOM
utroque	uterque	_	Sing	_	_	Abl	MascNeut	_	PROind
non	non	_	_	_	_	_	_	_	ADVneg
tamen	tamen	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
solum	solum	_	_	_	_	_	_	2	ADV
quia	quia	_	_	_	_	_	_	_	CONsub
tu	tu	_	Sing	_	_	Nom	_	_	PROper
Deus	deus	_	Sing	_	_	Nom	_	_	NOM
ex	ex	_	_	_	_	_	_	_	PRE
Patre	pater	_	Sing	_	_	Abl	_	_	NOM
Christe	Christus	_	Sing	_	_	Voc	_	_	NOM

dissere	dissero	_	Sing	2	Imp|Pres|Act	_	_	2	VER
rex	rex	_	Sing	_	_	Voc	_	_	NOM
noster	noster	_	Sing	_	_	Voc	Masc	_	PROpos
quo	quis	_	Sing	_	_	Abl	MascNeut	1	PROint
milite	miles	_	Sing	_	_	Abl	_	_	NOM
pellere	pello	_	_	_	Inf|Pres|Act	_	_	_	VER
culpas	culpa	_	Plur	_	_	Acc	_	_	NOM
mens	mens	_	Sing	_	_	Nom	_	_	NOM
armata	armatus	Pos	Sing	_	_	Nom	Fem	2	VER
queat	queo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
nostri	noster	_	Sing	_	_	Gen	MascNeut	_	PROpos
de	de	_	_	_	_	_	_	_	PRE
pectoris	pectus	_	Sing	_	_	Gen	_	_	NOM
antro	antrum	_	Sing	_	_	Abl	_	_	NOM
exoritur	exorior	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
quotiens	quotiens	_	_	_	_	_	_	1	ADVrel
turbatis	turbo	_	Plur	_	Par|Perf|Pass	Abl	Com	2	VER
sensibus	sensus	_	Plur	_	_	Abl	_	_	NOM
intus	intus	Pos	_	_	_	_	_	1	ADV
seditio	seditio	_	Sing	_	_	Nom	_	_	NOM
atque	atque	_	_	_	_	_	_	1	CONcoo
animam	anima	_	Sing	_	_	Acc	_	_	NOM
morborum	morbus	_	Plur	_	_	Gen	_	_	NOM
rixa	rixa	_	Sing	_	_	Nom	_	_	NOM
fatigat	fatigo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
quod	qui	_	Sing	_	_	Nom	Neut	3	PROint
tunc	tunc	Pos	_	_	_	_	_	_	ADV
praesidium	praesidium	_	Sing	_	_	Nom	_	_	NOM
pro	pro	_	_	_	_	_	_	1	PRE
libertate	libertas	_	Sing	_	_	Abl	_	_	NOM
tuenda	tueor	_	Sing	_	Adj|_|Dep	Abl	Fem	_	VER
quaeue	qui	_	Sing	_	_	Nom	Fem	3	PROint
quaeue	ue	_	_	_	_	_	_	_	CONcoo
acies	acies	_	Sing	_	_	Nom	_	_	NOM
furiis	furia	_	Plur	_	_	Abl	_	_	NOM
inter	inter	_	_	_	_	_	_	_	PRE
praecordia	praecordia	_	Plur	_	_	Acc	_	_	NOM
mixtis	misceo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
obsistat	obsisto	_	Sing	3	Sub|Pres|Act	_	_	_	VER
meliore	bonus	Comp	Sing	_	_	Abl	Masc	_	ADJqua
manu	manus	_	Sing	_	_	Abl	_	1	NOM

nec	nec	_	_	_	_	_	_	2	CONcoo
enim	enim	_	_	_	_	_	_	2	CONcoo
bone	bonus	Pos	Sing	_	_	Voc	Masc	_	ADJqua
ductor	ductor	_	Sing	_	_	Voc	_	_	NOM
magnarum	magnus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
uirtutum	uirtus	_	Plur	_	_	Gen	_	_	NOM
inopes	inops	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
neruisque	neruus	_	Plur	_	_	Abl	_	_	NOM
neruisque	que	_	_	_	_	_	_	_	CONcoo
carentes	careo	_	Plur	_	Par|Pres|Act	Acc	MascFem	_	VER
Christicolas	christicola	_	Plur	_	_	Acc	_	_	NOM
uitiis	uitium	_	Plur	_	_	Abl	_	_	NOM
populantibus	populor	_	Plur	_	Par|Pres|Dep	Abl	MascFem	_	VER
exposuisti	expono	_	Sing	2	Ind|Perf|Act	_	_	_	VER
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
salutiferas	salutiferus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
obsesso	obsideo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
in	in	_	_	_	_	_	_	_	PRE
corpore	corpus	_	Sing	_	_	Abl	_	_	NOM
turmas	turma	_	Plur	_	_	Acc	_	_	NOM
depugnare	depugno	_	_	_	Inf|Pres|Act	_	_	_	VER
iubes	iubeo	_	Sing	2	Ind|Pres|Act	_	_	_	VER
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
