form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
oppido	oppidum	_	Sing	_	_	Abl	_	_	NOM
sed	sed	_	_	_	_	_	_	_	CONcoo
etiam	etiam	Pos	_	_	_	_	_	_	ADV
ex	ex	_	_	_	_	_	_	_	PRE
uicinis	uicinus	Pos	Plur	_	_	Abl	Com	2	ADJqua
urbibus	urbs	_	Plur	_	_	Abl	_	_	NOM
ad	ad	_	_	_	_	_	_	2	PRE
suffragia	suffragium	_	Plur	_	_	Acc	_	_	NOM
ferenda	fero	_	Plur	_	Adj|_|Pass	Acc	Neut	_	VER
conuenerat	conuenio	_	Sing	3	Ind|Pqp|Act	_	_	_	VER

una	unus	_	Sing	_	_	Nom	Fem	_	ADJcar
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
uoluntas	uoluntas	_	Sing	_	_	Nom	_	_	NOM
eadem	idem	_	Plur	_	_	Nom	Neut	_	PROdem
uota	uotum	_	Plur	_	_	Nom	_	_	NOM
eademque	idem界que	_	Sing	_	_	Nom	_	_	PROdem
sententia	sententia	_	Sing	_	_	Nom	_	_	NOM
Martinum	Martinus	_	Sing	_	_	Acc	_	_	NOM
episcopatus	episcopatus	_	Sing	_	_	Gen	_	_	NOM
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
dignissimum	dignus	Sup	Sing	_	_	Acc	MascNeut	_	ADJqua
felicem	felix	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
fore	sum	_	_	_	Inf|Fut|Act	_	_	1	VER
tali	talis	_	Sing	_	_	Abl	MascFem	_	PROdem
ecclesiam	ecclesia	_	Sing	_	_	Acc	_	_	NOM
sacerdote	sacerdos	_	Sing	_	_	Abl	_	_	NOM

pauci	pauci	_	Plur	_	_	Nom	_	_	NOM
tamen	tamen	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
nonnulli	nonnullus	_	Plur	_	_	Nom	_	_	PROind
ex	ex	_	_	_	_	_	_	_	PRE
episcopis	episcopus	_	Plur	_	_	Abl	_	_	NOM
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
constituendum	constituo	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
antistitem	antistes	_	Sing	_	_	Acc	_	_	NOM
fuerant	sum	_	Plur	3	Ind|Pqp|Act	_	_	1	VER
euocati	euoco	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
impie	impie	Pos	_	_	_	_	_	_	ADV
repugnabant	repugno	_	Plur	3	Ind|Impa|Act	_	_	_	VER
dicentes	dico	_	Plur	_	Par|Pres|Act	Acc	MascFem	2	VER
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
contemptibilem	contemptibilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
personam	persona	_	Sing	_	_	Acc	_	_	NOM
indignum	indignus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
episcopatu	episcopatus	_	Sing	_	_	Abl	_	_	NOM
hominem	homo	_	Sing	_	_	Acc	_	_	NOM
uultu	uultus	_	Sing	_	_	Abl	_	_	NOM
despicabilem	despicabilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
ueste	uestis	_	Sing	_	_	Abl	_	_	NOM
sordidum	sordidus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
crine	crinis	_	Sing	_	_	Abl	_	_	NOM
deformem	deformis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua

ita	ita	Pos	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
populo	populus	_	Sing	_	_	Abl	_	1	NOM
sententiae	sententia	_	Sing	_	_	Gen	_	_	NOM
sanioris	sanus	Comp	Sing	_	_	Gen	Com	_	ADJqua
haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
illorum	ille	_	Plur	_	_	Gen	MascNeut	_	PROdem
inrisa	irrideo	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
dementia	dementia	_	Sing	_	_	Nom	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
inlustrem	illustris	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
uirum	uir	_	Sing	_	_	Acc	_	_	NOM
dum	dum	_	_	_	_	_	_	2	CONsub
uituperare	uitupero	_	_	_	Inf|Pres|Act	_	_	2	VER
cupiunt	cupio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
praedicabant	praedico	_	Plur	3	Ind|Impa|Act	_	_	1	VER

nec	nec	_	_	_	_	_	_	2	CONcoo
uero	uero	Pos	_	_	_	_	_	3	ADV
aliud	alius	_	Sing	_	_	Acc	Neut	_	PROind
his	hic	_	Plur	_	_	Dat	Com	1	PROdem
facere	facio	_	_	_	Inf|Pres|Act	_	_	_	VER
licuit	licet	_	Sing	3	Ind|Perf|Act	_	_	1	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
populus	populus	_	Sing	_	_	Nom	_	1	NOM
Domino	dominus	_	Sing	_	_	Abl	_	_	NOM
uolente	uolo	_	Sing	_	Par|Pres|Act	Abl	Com	3	VER
cogitabat	cogito	_	Sing	3	Ind|Impa|Act	_	_	_	VER

inter	inter	_	_	_	_	_	_	_	PRE
episcopos	episcopus	_	Plur	_	_	Acc	_	_	NOM
tamen	tamen	Pos	_	_	_	_	_	_	ADV
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
adfuerant	assum	_	Plur	3	Ind|Pqp|Act	_	_	1	VER
praecipue	praecipue	Pos	_	_	_	_	_	_	ADV
Defensor	Defensor	_	Sing	_	_	Nom	_	_	NOM
quidam	quidam	_	Sing	_	_	Nom	Masc	_	PROind
dicitur	dico	_	Sing	3	Ind|Pres|Pass	_	_	2	VER
restitisse	resisto	_	_	_	Inf|Perf|Act	_	_	_	VER
unde	unde	_	_	_	_	_	_	1	ADVrel
animaduersum	animaduerto	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
grauiter	grauiter	Pos	_	_	_	_	_	_	ADV
illum	ille	_	Sing	_	_	Acc	Masc	_	PROdem
lectione	lectio	_	Sing	_	_	Abl	_	_	NOM
prophetica	propheticus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
tum	tum	Pos	_	_	_	_	_	_	ADV
notatum	noto	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
cum	cum	_	_	_	_	_	_	3	CONsub
fortuito	fortuito	Pos	_	_	_	_	_	_	ADV
lector	lector	_	Sing	_	_	Nom	_	_	NOM
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
legendi	lego	_	Sing	_	Ger|_|Act	Gen	_	2	VER
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
die	dies	_	Sing	_	_	Abl	_	_	NOM
officium	officium	_	Sing	_	_	Nom	_	_	NOM
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
interclusus	intercludo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
a	ab	_	_	_	_	_	_	_	PRE
populo	populus	_	Sing	_	_	Abl	_	1	NOM
defuisset	desum	_	Sing	3	Sub|Pqp|Act	_	_	1	VER
turbatis	turbo	_	Plur	_	Par|Perf|Pass	Abl	Com	2	VER
ministris	minister	_	Plur	_	_	Abl	_	1	NOM
dum	dum	_	_	_	_	_	_	2	CONsub
expectatur	exspecto	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
non	non	_	_	_	_	_	_	_	ADVneg
aderat	assum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
unus	unus	_	Sing	_	_	Nom	Masc	_	ADJcar
e	ex	_	_	_	_	_	_	_	PRE
circumstantibus	circumsto	_	Plur	_	Par|Pres|Act	Abl	Com	_	VER
sumpto	sumo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
psalterio	psalterium	_	Sing	_	_	Abl	_	_	NOM
quem	qui	_	Sing	_	_	Acc	Masc	1	PROrel
primum	primus	Sup	Sing	_	_	Acc	MascNeut	_	ADJadv.ord
uersum	uersus	_	Sing	_	_	Acc	_	1	NOM
inuenit	inuenio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
arripuit	arripio	_	Sing	3	Ind|Perf|Act	_	_	_	VER

psalmus	psalmus	_	Sing	_	_	Nom	_	_	NOM
autem	autem	_	_	_	_	_	_	_	CONcoo
hic	hic	_	Sing	_	_	Nom	Masc	1	PROdem
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
ex	ex	_	_	_	_	_	_	_	PRE
ore	os	_	Sing	_	_	Abl	_	1	NOM
infantium	infans	_	Plur	_	_	Gen	_	1	NOM
et	et	_	_	_	_	_	_	2	CONcoo
lactantium	lacto	_	Plur	_	Par|Pres|Act	Gen	Com	_	VER
perfecisti	perficio	_	Sing	2	Ind|Perf|Act	_	_	_	VER
laudem	laus	_	Sing	_	_	Acc	_	_	NOM
propter	propter	_	_	_	_	_	_	2	PRE
inimicos	inimicus	_	Plur	_	_	Acc	_	1	NOM
tuos	tuus	_	Plur	_	_	Acc	Masc	_	PROpos
ut	ut	_	_	_	_	_	_	4	CONsub
destruas	destruo	_	Sing	2	Sub|Pres|Act	_	_	_	VER
inimicum	inimicus	_	Sing	_	_	Acc	_	1	NOM
et	et	_	_	_	_	_	_	2	CONcoo
defensorem	defensor	_	Sing	_	_	Acc	_	_	NOM

quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
lecto	lego	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	2	VER
clamor	clamor	_	Sing	_	_	Nom	_	_	NOM
populi	populus	_	Sing	_	_	Gen	_	1	NOM
tollitur	tollo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
pars	pars	_	Sing	_	_	Nom	_	_	NOM
diuersa	diuersus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
confunditur	confundo	_	Sing	3	Ind|Pres|Pass	_	_	2	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
ita	ita	Pos	_	_	_	_	_	_	ADV
habitum	habeo	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
diuino	diuinus	Pos	Sing	_	_	Abl	MascNeut	2	ADJqua
nutu	nutus	_	Sing	_	_	Abl	_	_	NOM
psalmum	psalmus	_	Sing	_	_	Acc	_	_	NOM
hunc	hic	_	Sing	_	_	Acc	Masc	1	PROdem
lectum	lego	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	2	VER
fuisse	sum	_	_	_	Inf|Perf|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
testimonium	testimonium	_	Sing	_	_	Acc	_	_	NOM
operis	opus	_	Sing	_	_	Gen	_	1	NOM
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
Defensor	Defensor	_	Sing	_	_	Nom	_	_	NOM
audiret	audio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
ex	ex	_	_	_	_	_	_	_	PRE
ore	os	_	Sing	_	_	Abl	_	1	NOM
infantium	infans	_	Plur	_	_	Gen	_	1	NOM
atque	atque	_	_	_	_	_	_	1	CONcoo
lactantium	lacto	_	Plur	_	Par|Pres|Act	Gen	Com	_	VER
in	in	_	_	_	_	_	_	_	PRE
Martino	Martinus	_	Sing	_	_	Abl	_	_	NOM
Domini	dominus	_	Sing	_	_	Gen	_	_	NOM
laude	laus	_	Sing	_	_	Abl	_	_	NOM
perfecta	perficio	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
ostensus	ostendo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
pariter	pariter	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
destructus	destruo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
esset	sum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
inimicus	inimicus	_	Sing	_	_	Nom	_	1	NOM

Iam	iam	Pos	_	_	_	_	_	_	ADV
uero	uero	_	_	_	_	_	_	4	CONcoo
sumpto	sumo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
episcopatu	episcopatus	_	Sing	_	_	Abl	_	_	NOM
qualem	qualis	_	Sing	_	_	Acc	Masc	2	PROint
se	sui	_	Sing	_	_	Acc	_	1	PROref
quantumque	quantus界que	_	Sing	_	_	Acc	MascNeut	2	PROint
praestiterit	praesto	_	Sing	3	Sub|Perf|Act	_	_	1	VER
non	non	_	_	_	_	_	_	_	ADVneg
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
nostrae	noster	_	Sing	_	_	Gen	Fem	_	PROpos
facultatis	facultas	_	Sing	_	_	Gen	_	_	NOM
euoluere	euoluo	_	_	_	Inf|Pres|Act	_	_	_	VER

idem	idem	_	Sing	_	_	Nom	MascNeut	_	PROdem
enim	enim	_	_	_	_	_	_	2	CONcoo
constantissime	constanter	Sup	_	_	_	_	_	_	ADV
perseuerabat	perseuero	_	Sing	3	Ind|Impa|Act	_	_	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
prius	prius	Comp	_	_	_	_	_	_	ADJadv.ord
fuerat	sum	_	Sing	3	Ind|Pqp|Act	_	_	1	VER

eadem	idem	_	Sing	_	_	Nom	Fem	_	PROdem
in	in	_	_	_	_	_	_	_	PRE
corde	cor	_	Sing	_	_	Abl	_	_	NOM
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
humilitas	humilitas	_	Sing	_	_	Nom	_	_	NOM
eadem	idem	_	Sing	_	_	Nom	Fem	_	PROdem
in	in	_	_	_	_	_	_	_	PRE
uestitu	uestitus	_	Sing	_	_	Abl	_	1	NOM
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
uilitas	uilitas	_	Sing	_	_	Nom	_	_	NOM
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
ita	ita	Pos	_	_	_	_	_	_	ADV
plenus	plenus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
auctoritatis	auctoritas	_	Sing	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
gratiae	gratia	_	Sing	_	_	Gen	_	_	NOM
inplebat	impleo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
episcopi	episcopus	_	Sing	_	_	Gen	_	_	NOM
dignitatem	dignitas	_	Sing	_	_	Acc	_	_	NOM
ut	ut	_	_	_	_	_	_	4	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
tamen	tamen	Pos	_	_	_	_	_	_	ADV
propositum	propositum	_	Sing	_	_	Acc	_	_	NOM
monachi	monachus	_	Sing	_	_	Gen	_	_	NOM
uirtutemque	uirtus界que	_	Sing	_	_	Acc	_	_	NOM
desereret	desero	_	Sing	3	Sub|Impa|Act	_	_	2	VER

aliquandiu	aliquamdiu	Pos	_	_	_	_	_	_	ADV
ergo	ergo	_	_	_	_	_	_	2	CONcoo
adhaerenti	adhaereo	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
ecclesiam	ecclesia	_	Sing	_	_	Acc	_	_	NOM
cellula	cellula	_	Sing	_	_	Abl	_	_	NOM
usus	utor	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
dein	deinde	Pos	_	_	_	_	_	_	ADV
cum	cum	_	_	_	_	_	_	3	CONsub
inquietudinem	inquietudo	_	Sing	_	_	Acc	_	_	NOM
se	sui	_	Sing	_	_	Acc	_	1	PROref
frequentantium	frequento	_	Plur	_	Par|Pres|Act	Gen	Com	_	VER
ferre	fero	_	_	_	Inf|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
posset	possum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
duobus	duo	_	Plur	_	_	Abl	MascNeut	_	ADJcar
fere	fere	Pos	_	_	_	_	_	_	ADV
extra	extra	_	_	_	_	_	_	2	PRE
ciuitatem	ciuitas	_	Sing	_	_	Acc	_	_	NOM
milibus	milia	_	Plur	_	_	Abl	_	_	NOM
monasterium	monasterium	_	Sing	_	_	Nom	_	_	NOM
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
statuit	statuo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

qui	qui	_	Sing	_	_	Nom	Masc	2	ADVrel
locus	locus	_	Sing	_	_	Nom	_	_	NOM
tam	tam	Pos	_	_	_	_	_	_	ADV
secretus	secretus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
remotus	remotus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
eremi	eremus	_	Sing	_	_	Gen	_	_	NOM
solitudinem	solitudo	_	Sing	_	_	Acc	_	_	NOM
non	non	_	_	_	_	_	_	_	ADVneg
desideraret	desidero	_	Sing	3	Sub|Impa|Act	_	_	_	VER

ex	ex	_	_	_	_	_	_	_	PRE
uno	unus	_	Sing	_	_	Abl	MascNeut	_	ADJcar
enim	enim	_	_	_	_	_	_	2	CONcoo
latere	latus	_	Sing	_	_	Abl	_	1	NOM
praecisa	praecido	_	Sing	_	Par|Perf|Pass	Abl	Fem	2	VER
montis	mons	_	Sing	_	_	Gen	_	_	NOM
excelsi	excelsus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
rupe	rupes	_	Sing	_	_	Abl	_	_	NOM
ambiebatur	ambio	_	Sing	3	Ind|Impa|Pass	_	_	_	VER
reliquam	reliquus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
planitiem	planities	_	Sing	_	_	Acc	_	_	NOM
Liger	Liger	_	Sing	_	_	Nom	_	_	NOM
fluuius	fluuius	_	Sing	_	_	Nom	_	_	NOM
reducto	reduco	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
paululum	paululum	Pos	_	_	_	_	_	2	ADV
sinu	sinus	_	Sing	_	_	Abl	_	_	NOM
clauserat	claudo	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
una	una	_	Sing	_	_	Nom	Fem	_	ADJcar
tantum	tantum	Pos	_	_	_	_	_	2	ADV
eademque	idem界que	_	Sing	_	_	Nom	Fem	_	PROdem
arta	artus	Pos	Sing	_	_	Nom	Fem	2	ADJqua
admodum	admodum	Pos	_	_	_	_	_	_	ADV
uia	uia	_	Sing	_	_	Nom	_	_	NOM
adiri	adeo	_	_	_	Inf|Pres|Pass	_	_	1	VER
poterat	possum	_	Sing	3	Ind|Impa|Act	_	_	1	VER

ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
ex	ex	_	_	_	_	_	_	_	PRE
lignis	lignum	_	Plur	_	_	Abl	_	_	NOM
contextam	contexo	_	Sing	_	Par|Perf|Pass	Acc	Fem	_	VER
cellulam	cellula	_	Sing	_	_	Acc	_	_	NOM
habebat	habeo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
multique	multi界que	_	Plur	_	_	Nom	_	_	NOM
ex	ex	_	_	_	_	_	_	_	PRE
fratribus	frater	_	Plur	_	_	Abl	_	_	NOM
in	in	_	_	_	_	_	_	_	PRE
eundem	idem	_	Sing	_	_	Acc	Masc	_	PROdem
modum	modus	_	Sing	_	_	Acc	_	_	NOM
plerique	plerique	_	Plur	_	_	Nom	_	_	NOM
saxo	saxum	_	Sing	_	_	Abl	_	_	NOM
superiecti	superiacio	_	Sing	_	Par|Perf|Pass	Nom	MascNeut	_	VER
montis	mons	_	Sing	_	_	Gen	_	_	NOM
cauato	cauo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	1	VER
receptacula	receptaculum	_	Plur	_	_	Acc	_	_	NOM
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
fecerant	facio	_	Plur	3	Ind|Pqp|Act	_	_	_	VER

discipuli	discipulus	_	Plur	_	_	Nom	_	_	NOM
fere	fere	Pos	_	_	_	_	_	_	ADV
octoginta	octoginta	_	_	_	_	Ind	_	_	ADJcar
erant	sum	_	Plur	3	Ind|Impa|Act	_	_	1	VER
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
exemplum	exemplum	_	Sing	_	_	Acc	_	_	NOM
beati	beatus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
magistri	magister	_	Sing	_	_	Gen	_	_	NOM
instituebantur	instituo	_	Plur	3	Ind|Impa|Pass	_	_	_	VER

nemo	nemo	_	Sing	_	_	Nom	_	_	PROind
ibi	ibi	Pos	_	_	_	_	_	_	ADV
quicquam	quisquam	_	Sing	_	_	Acc	Neut	_	PROind
proprium	proprius	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
habebat	habeo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
in	in	_	_	_	_	_	_	_	PRE
medium	medium	_	Sing	_	_	Acc	_	_	NOM
conferebantur	confero	_	Plur	3	Ind|Impa|Pass	_	_	_	VER

non	non	_	_	_	_	_	_	_	ADVneg
emere	emo	_	_	_	Inf|Pres|Act	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
uendere	uendo	_	_	_	Inf|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
plerisque	plerusque	Pos	Plur	_	_	Dat	Com	_	NOM
monachis	monachus	_	Plur	_	_	Dat	_	_	NOM
moris	mos	_	Sing	_	_	Gen	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quicquam	quisquam	_	Sing	_	_	Nom	Neut	_	PROind
licebat	licet	_	Sing	3	Ind|Impa|Act	_	_	1	VER
ars	ars	_	Sing	_	_	Nom	_	_	NOM
ibi	ibi	Pos	_	_	_	_	_	_	ADV
exceptis	excipio	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
scriptoribus	scriptor	_	Plur	_	_	Abl	_	_	NOM
nulla	nullus	_	Sing	_	_	Nom	Fem	_	PROind
habebatur	habeo	_	Sing	3	Ind|Impa|Pass	_	_	_	VER
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
tamen	tamen	Pos	_	_	_	_	_	_	ADV
operi	opus	_	Sing	_	_	Dat	_	1	NOM
minor	paruus	Comp	Sing	_	_	Nom	MascFem	2	ADJqua
aetas	aetas	_	Sing	_	_	Nom	_	_	NOM
deputabatur	deputo	_	Sing	3	Ind|Impa|Pass	_	_	_	VER
maiores	magnus	Comp	Plur	_	_	Nom	MascFem	_	NOM
orationi	oratio	_	Sing	_	_	Dat	_	_	NOM
uacabant	uaco	_	Plur	3	Ind|Impa|Act	_	_	_	VER

rarus	rarus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
cuiquam	quisquam	_	Sing	_	_	Dat	Com	_	PROind
extra	extra	_	_	_	_	_	_	2	PRE
cellulam	cellula	_	Sing	_	_	Acc	_	_	NOM
suam	suus	_	Sing	_	_	Acc	Fem	_	PROpos.ref
egressus	egredior	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
cum	cum	_	_	_	_	_	_	3	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
locum	locus	_	Sing	_	_	Acc	_	_	NOM
orationis	oratio	_	Sing	_	_	Gen	_	_	NOM
conueniebant	conuenio	_	Plur	3	Ind|Impa|Act	_	_	_	VER

cibum	cibus	_	Sing	_	_	Acc	_	_	NOM
una	una	Pos	_	_	_	_	_	_	ADV
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
post	post	_	_	_	_	_	_	2	PRE
